institute_id,year,name_canonical,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,faculty_count,total_student_strength,faculty_student_ratio,total_graduating,total_placed,total_higher_studies,placement_rate_pct,phd_fulltime_current,phd_parttime_current,sponsored_projects_y1,sponsored_amount_y1,scopus_total_documents,scopus_total_citations,scopus_avg_citations_per_doc,matched_journal_docs,quartile_match_rate_pct,pct_q1,pct_q2,pct_q3,pct_q4
IR-O-U-0120,2023,University of Delhi,Delhi,Delhi,46.65,54.30,97.84,63.98,51.89,61.45,11,1226,26344,21.49,9630,1609,938,16.7,3702,0,553,555256974,3840,47550,12.38,2916,75.9,36.0,32.9,20.6,10.4
IR-O-U-0120,2024,University of Delhi,Delhi,Delhi,56.75,56.42,98.54,67.57,54.75,65.90,6,1402,22894,16.33,8894,1568,818,17.6,3502,0,444,491071150,4089,34928,8.54,3106,76.0,39.9,30.0,20.3,9.8
IR-O-U-0120,2025,University of Delhi,Delhi,Delhi,60.65,58.51,96.94,70.15,52.38,67.38,5,1189,20609,17.33,6407,2012,986,31.4,3595,0,479,751219345,4366,17254,3.95,3247,74.4,37.0,31.8,20.2,11.0
IR-O-U-0042,2021,University of Hyderabad,Hyderabad,Telangana,69.59,40.74,77.44,58.72,52.49,59.71,9,442,3428,7.76,1204,332,387,27.6,1758,15,319,356820612,1097,27334,24.92,900,82.0,50.3,33.7,9.9,6.1
IR-O-U-0042,2022,University of Hyderabad,Hyderabad,Telangana,70.94,40.18,83.97,63.50,52.39,61.71,10,423,4156,9.83,1545,285,506,18.4,1459,30,398,393003086,1123,17331,15.43,908,80.9,48.5,35.8,9.3,6.5
IR-O-U-0042,2023,University of Hyderabad,Hyderabad,Telangana,70.46,44.54,83.27,66.58,42.78,62.09,10,421,3940,9.36,1597,484,497,30.3,1332,55,378,304072791,1177,13164,11.18,967,82.2,45.7,37.8,11.0,5.5
IR-O-U-0042,2024,University of Hyderabad,Hyderabad,Telangana,72.69,45.58,81.39,62.26,41.92,62.18,17,412,3756,9.12,1184,551,277,46.5,1506,60,458,650934326,1142,11727,10.27,929,81.3,49.3,28.8,12.8,9.0
IR-O-U-0042,2025,University of Hyderabad,Hyderabad,Telangana,73.24,44.59,78.52,63.01,44.77,61.83,18,428,3887,9.08,1094,637,62,58.2,1455,42,455,1014356384,1151,2972,2.58,956,83.1,44.2,34.1,14.2,7.4
IR-O-U-0195,2021,University of Jammu,Jammu,Jammu and Kashmir,49.65,17.53,72.91,45.77,32.01,42.52,66,373,4212,11.29,1661,359,223,21.6,721,197,33,255783076,550,15637,28.43,429,78.0,42.0,27.7,18.6,11.7
IR-O-U-0195,2022,University of Jammu,Jammu,Jammu and Kashmir,64.90,19.12,74.83,46.63,31.92,48.03,56,398,4396,11.05,1742,230,252,13.2,646,130,40,197923676,692,14809,21.4,561,81.1,38.5,31.7,16.2,13.5
IR-O-U-0195,2023,University of Jammu,Jammu,Jammu and Kashmir,59.63,21.64,74.75,50.59,31.94,47.58,63,419,4362,10.41,1786,367,320,20.5,555,123,56,195141072,787,11094,14.1,635,80.7,40.9,31.5,16.1,11.5
IR-O-U-0195,2024,University of Jammu,Jammu,Jammu and Kashmir,72.95,23.43,74.91,52.72,31.63,52.33,50,322,4176,12.97,1933,496,375,25.7,569,79,72,298855422,838,9247,11.03,658,78.5,39.5,29.5,21.3,9.7
IR-O-U-0195,2025,University of Jammu,Jammu,Jammu and Kashmir,71.09,24.66,78.84,52.57,32.46,53.01,51,332,4010,12.08,1814,554,463,30.5,472,86,97,338391990,859,3912,4.55,702,81.7,40.3,31.3,18.7,9.7
IR-O-U-0196,2021,University of Kashmir,Srinagar,Jammu and Kashmir,60.49,19.51,77.03,50.12,25.52,46.97,48,552,8672,15.71,3304,509,472,15.4,1221,33,84,364048918,948,20615,21.75,676,71.3,38.8,32.5,19.8,8.9
IR-O-U-0196,2022,University of Kashmir,Srinagar,Jammu and Kashmir,60.58,21.23,79.56,51.37,26.65,48.27,53,568,8776,15.45,3251,457,422,14.1,1183,18,82,409105202,1208,23160,19.17,903,74.8,38.8,32.6,19.3,9.4
IR-O-U-0196,2023,University of Kashmir,Srinagar,Jammu and Kashmir,70.64,26.93,79.58,53.05,25.94,53.08,33,593,8289,13.98,3083,504,415,16.3,1091,54,108,374644089,1282,14884,11.61,946,73.8,37.0,34.7,18.7,9.6
IR-O-U-0196,2024,University of Kashmir,Srinagar,Jammu and Kashmir,71.14,31.25,79.72,51.14,26.56,54.43,45,644,8570,13.31,3221,588,424,18.3,1160,32,84,132519953,1201,10746,8.95,880,73.3,40.8,34.2,20.2,4.8
IR-O-U-0196,2025,University of Kashmir,Srinagar,Jammu and Kashmir,74.05,34.74,79.88,50.90,34.25,57.13,34,674,8914,13.23,3460,671,457,19.4,990,14,52,124445131,1333,4970,3.73,1045,78.4,40.0,34.8,17.1,8.0
IR-O-I-1357,2021,University of Madras,Chennai,Tamil Nadu,61.35,31.82,66.43,53.88,38.17,50.46,28,296,3105,10.49,1311,264,163,20.1,663,164,216,228734803,745,17914,24.05,622,83.5,32.3,41.8,17.2,8.7
IR-O-I-1357,2022,University of Madras,Chennai,Tamil Nadu,56.58,32.35,71.30,52.41,36.91,49.86,39,282,3200,11.35,1369,109,34,8.0,549,140,89,282233735,841,11123,13.23,740,88.0,33.4,38.8,13.4,14.5
IR-O-I-1357,2023,University of Madras,Chennai,Tamil Nadu,64.74,32.90,69.40,53.23,10.08,49.50,50,372,3465,9.31,1281,440,341,34.3,439,92,180,212005920,741,7882,10.64,608,82.1,37.8,38.7,16.3,7.2
IR-O-I-1357,2024,University of Madras,Chennai,Tamil Nadu,69.31,38.50,65.47,53.22,42.79,55.03,39,348,3489,10.03,1318,473,270,35.9,423,75,51,222156177,795,7707,9.69,671,84.4,40.7,35.3,16.5,7.5
IR-O-I-1357,2025,University of Madras,Chennai,Tamil Nadu,69.12,35.08,70.84,52.79,45.23,55.23,38,340,3384,9.95,1326,504,315,38.0,1022,464,88,235105776,722,3205,4.44,634,87.8,41.0,32.5,16.2,10.3
IR-O-U-0564,2021,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,46.46,15.08,60.13,61.98,21.90,38.88,100,790,11609,14.69,3127,2136,136,68.3,28,503,24,9964261,935,21085,22.55,650,69.5,34.0,28.5,17.8,19.7
IR-O-U-0564,2022,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,56.69,19.48,60.48,65.01,40.39,45.49,65,847,11878,14.02,3147,2207,55,70.1,34,493,13,25603375,1667,41423,24.85,1264,75.8,43.3,29.4,13.0,14.4
IR-O-U-0564,2023,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,58.19,28.69,60.55,67.05,42.13,49.10,52,997,12204,12.24,3236,2535,190,78.3,89,472,23,40750355,1693,33968,20.06,1221,72.1,47.6,28.8,9.7,13.9
IR-O-U-0564,2024,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,64.11,41.19,60.62,65.76,37.33,54.02,46,999,12163,12.18,2536,1983,224,78.2,298,436,20,15693049,1237,17960,14.52,823,66.5,47.4,30.6,10.3,11.7
IR-O-U-0564,2025,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,62.97,45.60,60.78,65.41,31.66,54.44,45,1048,14064,13.42,3139,2435,198,77.6,292,231,27,43199371,860,5918,6.88,620,72.1,45.0,31.5,12.6,11.0
IR-O-U-0490,2021,Vellore Institute of Technology,Vellore,Tamil Nadu,48.43,56.83,69.94,59.38,51.16,56.63,13,2129,36502,17.15,8772,4642,1499,52.9,1589,1375,105,92024003,3701,74710,20.19,2661,71.9,31.2,33.6,15.7,19.5
IR-O-U-0490,2022,Vellore Institute of Technology,Vellore,Tamil Nadu,52.72,59.82,79.43,59.07,62.02,61.77,9,2633,38593,14.66,8570,4839,1194,56.5,2901,1129,105,106344496,4892,91254,18.65,3833,78.4,29.6,34.8,18.6,17.0
IR-O-U-0490,2023,Vellore Institute of Technology,Vellore,Tamil Nadu,55.66,63.59,80.43,62.55,61.99,64.33,8,3208,47261,14.73,9884,6200,1336,62.7,2951,834,127,102504169,5000,76569,15.31,3801,76.0,37.5,34.5,16.3,11.8
IR-O-U-0490,2024,Vellore Institute of Technology,Vellore,Tamil Nadu,61.51,61.95,79.42,61.11,57.55,64.79,10,3326,51740,15.56,10830,7409,1352,68.4,3808,603,146,139337324,5000,57713,11.54,4094,81.9,47.3,31.6,13.2,7.9
IR-O-U-0490,2025,Vellore Institute of Technology,Vellore,Tamil Nadu,60.55,59.53,83.42,60.61,58.81,64.64,14,3352,54254,16.19,10701,6490,1722,60.6,4516,626,201,202868433,5000,26112,5.22,4292,85.8,50.9,31.5,12.2,5.4
IR-O-U-0043,2021,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,49.40,15.25,60.65,56.03,18.00,38.92,97,537,7127,13.27,214,192,13,89.7,146,466,237,24490800,13,89,6.85,11,84.6,0.0,36.4,45.5,18.2
IR-O-U-0043,2022,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,52.38,18.96,59.77,56.33,28.06,41.79,95,606,7072,11.67,298,269,20,90.3,242,470,214,60118800,13,112,8.62,13,100.0,7.7,38.5,38.5,15.4
IR-O-U-0043,2023,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,54.66,25.37,59.83,62.00,32.19,45.40,75,628,7111,11.32,294,239,50,81.3,318,276,288,115006960,6,90,15.0,6,100.0,16.7,16.7,66.7,0.0
IR-O-U-0043,2024,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,61.91,24.36,63.45,64.00,34.78,48.45,72,612,7314,11.95,353,288,59,81.6,502,158,205,31718900,12,66,5.5,11,91.7,9.1,54.5,27.3,9.1
IR-O-U-0043,2025,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,65.04,21.69,66.42,69.14,38.54,50.06,70,654,8884,13.58,347,270,60,77.8,552,168,154,66774856,5,21,4.2,4,80.0,0.0,75.0,0.0,25.0
