year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,pdf_url,faculty_count,total_student_strength,student_strength_breakdown,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,parse_status,faculty_section_raw
2021,IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,79.13,91.48,78.23,58.39,100.00,82.67,1,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0220.pdf,464,1438,"{""UG [4 Years Program(s)]"": 478, ""PG [2 Year Program(s)]"": 773, ""PG [3 Year Program(s)]"": 187}",2619,135,336,20,402,23,351,17,1236,1001,1092,153,237,109,4452945226,3811242036,4692022074,ok,Number of faculty members entered 464
2021,IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,71.19,44.96,95.07,73.36,67.88,67.99,2,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0109.pdf,647,4272,"{""UG [3 Years Program(s)]"": 1048, ""PG [2 Year Program(s)]"": 2912, ""PG [3 Year Program(s)]"": 96, ""PG-Integrated"": 216}",4251,0,476,0,805,0,622,0,307,337,282,26,37,35,294177607,343448178,321701254,ok,Number of faculty members entered 647
2021,IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,64.50,45.00,100.00,53.13,58.57,64.02,3,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0500.pdf,1535,25585,"{""UG [3 Years Program(s)]"": 12617, ""UG [4 Years Program(s)]"": 2038, ""UG [5 Years Program(s)]"": 1040, ""PG [2 Year Program(s)]"": 9158, ""PG [3 Year Program(s)]"": 732}",3302,179,953,23,807,235,809,221,377,373,380,32,53,61,408686049,464277125,1271450835,ok,Number of faculty members entered 1535
2021,IR-O-U-0570,Calcutta University,Kolkata,West Bengal,66.20,43.92,91.72,60.98,45.77,62.06,4,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0570.pdf,1275,15224,"{""UG [3 Years Program(s)]"": 1255, ""UG [4 Years Program(s)]"": 1008, ""UG [5 Years Program(s)]"": 608, ""PG [1 Year Program(s)]"": 223, ""PG [2 Year Program(s)]"": 11784, ""PG [3 Year Program(s)]"": 163, ""PG-Integrated"": 183}",2588,1192,611,489,323,276,529,234,683,676,602,76,69,67,992007876,913323751,578532524,ok,Number of faculty members entered 1275
2021,IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,64.23,54.33,71.35,65.54,48.36,61.23,5,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0436.pdf,1624,21108,"{""UG [3 Years Program(s)]"": 2849, ""UG [4 Years Program(s)]"": 10701, ""UG [5 Years Program(s)]"": 1082, ""PG [1 Year Program(s)]"": 63, ""PG [2 Year Program(s)]"": 2992, ""PG [3 Year Program(s)]"": 761, ""PG-Integrated"": 2478, ""PG [6 Year Program(s)]"": 182}",562,651,63,30,130,19,76,20,174,144,138,82,64,71,256034400,248601253,216723224,ok,Number of faculty members entered 1624
2021,IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,66.44,43.43,86.67,72.35,32.17,60.74,6,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0108.pdf,742,8623,"{""UG [3 Years Program(s)]"": 3097, ""UG [4 Years Program(s)]"": 1894, ""UG [5 Years Program(s)]"": 920, ""PG [2 Year Program(s)]"": 2564, ""PG [3 Year Program(s)]"": 148}",1483,0,345,0,360,0,309,0,199,121,76,45,30,19,486864702,300732663,331361243,ok,Number of faculty members entered 742
2021,IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,67.68,48.17,76.05,65.25,40.93,60.58,7,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0234.pdf,2661,23443,"{""UG [3 Years Program(s)]"": 2248, ""UG [4 Years Program(s)]"": 11645, ""UG [5 Years Program(s)]"": 4247, ""PG [1 Year Program(s)]"": 27, ""PG [2 Year Program(s)]"": 4134, ""PG [3 Year Program(s)]"": 965, ""PG [6 Year Program(s)]"": 177}",1035,51,124,44,237,0,227,0,407,423,324,149,124,146,264444975,347449423,516201723,ok,Number of faculty members entered 2661
2021,IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,51.70,51.72,87.77,50.16,67.31,60.33,8,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0575.pdf,639,10985,"{""UG [3 Years Program(s)]"": 2765, ""UG [4 Years Program(s)]"": 4320, ""UG [5 Years Program(s)]"": 588, ""PG [2 Year Program(s)]"": 2817, ""PG [3 Year Program(s)]"": 495}",2814,0,338,0,366,0,397,0,262,318,197,46,62,55,435392251,674873524,441814244,ok,Number of faculty members entered 639
2021,IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,69.59,40.74,77.44,58.72,52.49,59.71,9,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0042.pdf,442,3428,"{""PG [2 Year Program(s)]"": 2173, ""PG [3 Year Program(s)]"": 222, ""PG-Integrated"": 1033}",1758,15,264,0,210,4,229,0,319,370,360,43,54,58,356820612,670101167,496791150,ok,Number of faculty members entered 442
2021,IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,69.06,40.86,80.06,56.93,42.90,58.97,10,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0496.pdf,1674,20198,"{""UG [3 Years Program(s)]"": 9364, ""UG [4 Years Program(s)]"": 2451, ""UG [5 Years Program(s)]"": 2736, ""PG [1 Year Program(s)]"": 221, ""PG [2 Year Program(s)]"": 4636, ""PG [3 Year Program(s)]"": 790}",3634,250,384,21,363,15,312,10,81,88,90,43,82,31,563724255,387048350,85876855,ok,Number of faculty members entered 1674
2021,IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,62.95,42.77,86.96,50.92,41.49,58.34,11,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0323.pdf,712,4427,"{""UG [3 Years Program(s)]"": 205, ""PG [1 Year Program(s)]"": 126, ""PG [2 Year Program(s)]"": 3772, ""PG [3 Year Program(s)]"": 178, ""PG-Integrated"": 146}",1875,0,494,0,264,0,278,0,150,101,92,17,21,44,568083583,698164865,670319891,ok,Number of faculty members entered 712
2021,IR-O-U-0120,University of Delhi,Delhi,Delhi,42.65,54.23,82.66,59.60,55.37,57.09,12,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0120.pdf,1060,21615,"{""UG [3 Years Program(s)]"": 1097, ""UG [4 Years Program(s)]"": 174, ""PG [1 Year Program(s)]"": 114, ""PG [2 Year Program(s)]"": 13086, ""PG [3 Year Program(s)]"": 6800, ""PG-Integrated"": 344}",3700,0,539,0,592,0,607,0,341,339,276,46,57,33,500736706,615782537,509951849,ok,Number of faculty members entered 1060
2021,IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,48.43,56.83,69.94,59.38,51.16,56.63,13,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0490.pdf,2129,36502,"{""UG [3 Years Program(s)]"": 2162, ""UG [4 Years Program(s)]"": 25554, ""UG [5 Years Program(s)]"": 705, ""PG [2 Year Program(s)]"": 4040, ""PG-Integrated"": 4041}",1589,1375,135,163,166,130,136,51,105,171,146,19,34,23,92024003,158518885,162612371,ok,Number of faculty members entered 2129
2021,IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,61.79,47.45,74.17,53.21,35.22,56.44,14,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0447.pdf,283,2956,"{""UG [3 Years Program(s)]"": 387, ""PG [2 Year Program(s)]"": 2537, ""PG [3 Year Program(s)]"": 32}",524,219,127,27,116,146,101,30,153,48,48,34,29,24,424535177,407284953,352539152,ok,Number of faculty members entered 283
2021,IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,50.05,55.82,75.96,46.07,45.43,56.10,15,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0308.pdf,168,1853,"{""UG [4 Years Program(s)]"": 972, ""PG [2 Year Program(s)]"": 636, ""PG-Integrated"": 245}",511,106,140,5,135,7,137,3,170,200,153,100,90,89,312090703,294796291,44096720,ok,Number of faculty members entered 168
2021,IR-O-U-0439,Anna University,Chennai,Tamil Nadu,51.91,43.09,73.11,51.35,67.20,54.97,16,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0439.pdf,1024,15149,"{""UG [4 Years Program(s)]"": 10558, ""UG [5 Years Program(s)]"": 549, ""PG [2 Year Program(s)]"": 3299, ""PG [3 Year Program(s)]"": 291, ""PG-Integrated"": 452}",936,792,82,100,108,71,117,106,91,108,153,39,45,44,360300755,479369557,339644923,ok,Number of faculty members entered 1024
2021,IR-O-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,55.81,43.13,72.05,59.50,46.97,54.74,17,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0391.pdf,785,13171,"{""UG [4 Years Program(s)]"": 11638, ""PG [2 Year Program(s)]"": 1533}",954,283,91,20,76,17,105,8,323,269,197,92,71,39,339847243,214685884,194927639,ok,Number of faculty members entered 785
2021,IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,68.64,36.45,65.98,50.79,34.35,53.24,18,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0304.pdf,1074,1312,"{""PG [1 Year Program(s)]"": 77, ""PG [2 Year Program(s)]"": 325, ""PG [3 Year Program(s)]"": 237, ""PG-Integrated"": 673}",1992,0,295,0,275,0,269,0,943,929,556,186,169,123,1500326360,1432812146,2516975851,ok,Number of faculty members entered 1074
2021,IR-O-U-0235,Mysore University,Mysuru,Karnataka,68.77,18.79,90.54,54.24,28.80,52.68,19,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0235.pdf,451,6165,"{""UG [5 Years Program(s)]"": 252, ""PG [1 Year Program(s)]"": 82, ""PG [2 Year Program(s)]"": 5709, ""PG [3 Year Program(s)]"": 122}",1146,0,461,0,384,0,501,0,110,83,84,15,7,15,117665402,148949834,281294180,ok,Number of faculty members entered 451
2021,IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,63.89,29.92,71.34,65.89,33.30,52.34,20,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0363.pdf,1393,12912,"{""UG [3 Years Program(s)]"": 249, ""UG [4 Years Program(s)]"": 9059, ""UG [5 Years Program(s)]"": 1674, ""PG [1 Year Program(s)]"": 24, ""PG [2 Year Program(s)]"": 1439, ""PG [3 Year Program(s)]"": 439, ""PG-Integrated"": 28}",826,179,89,8,79,9,82,8,67,79,60,29,32,24,75448000,48547000,58874000,ok,Number of faculty members entered 1393
2021,IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,62.40,27.78,70.00,78.43,31.74,52.06,21,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0356.pdf,1895,24710,"{""UG [3 Years Program(s)]"": 4213, ""UG [4 Years Program(s)]"": 15410, ""UG [5 Years Program(s)]"": 2623, ""PG [1 Year Program(s)]"": 59, ""PG [2 Year Program(s)]"": 1935, ""PG [3 Year Program(s)]"": 470}",1099,0,115,0,52,0,44,0,98,131,92,27,43,50,851524480,691733939,543582310,ok,Number of faculty members entered 1895
2021,IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,58.58,38.28,66.30,57.78,37.34,51.83,22,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0476.pdf,722,9851,"{""UG [3 Years Program(s)]"": 348, ""UG [4 Years Program(s)]"": 7725, ""UG [5 Years Program(s)]"": 697, ""PG [2 Year Program(s)]"": 683, ""PG-Integrated"": 398}",413,208,59,22,30,14,29,34,114,96,94,20,26,21,179955920,190411894,164644228,ok,Number of faculty members entered 722
2021,IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,48.88,40.86,71.57,53.49,50.12,51.59,23,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0078.pdf,1005,15953,"{""UG [3 Years Program(s)]"": 3519, ""UG [4 Years Program(s)]"": 4098, ""UG [5 Years Program(s)]"": 2304, ""PG [1 Year Program(s)]"": 318, ""PG [2 Year Program(s)]"": 4985, ""PG [3 Year Program(s)]"": 498, ""PG-Integrated"": 231}",2280,533,275,0,433,0,324,0,163,148,138,25,28,10,286749020,194314065,254257033,ok,Number of faculty members entered 1005
2021,IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,55.04,25.59,85.84,54.46,42.86,51.10,24,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0006.pdf,684,9048,"{""UG [3 Years Program(s)]"": 280, ""UG [4 Years Program(s)]"": 2171, ""UG [5 Years Program(s)]"": 390, ""PG [2 Year Program(s)]"": 6024, ""PG [3 Year Program(s)]"": 30, ""PG [6 Year Program(s)]"": 153}",1079,775,362,251,244,206,346,217,53,52,72,43,43,43,294249426,280171797,268935805,ok,Number of faculty members entered 684
2021,IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.98,43.27,67.55,64.66,32.53,50.90,25,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0497.pdf,2068,36920,"{""UG [3 Years Program(s)]"": 13385, ""UG [4 Years Program(s)]"": 11766, ""UG [5 Years Program(s)]"": 4498, ""PG [1 Year Program(s)]"": 374, ""PG [2 Year Program(s)]"": 5927, ""PG [3 Year Program(s)]"": 98, ""PG-Integrated"": 872}",541,1536,69,150,39,130,39,78,149,143,144,42,44,39,151143245,157698656,108320397,ok,Number of faculty members entered 2068
2021,IR-O-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,50.44,42.26,67.30,56.35,37.52,50.65,26,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1480.pdf,555,8212,"{""UG [4 Years Program(s)]"": 7183, ""PG [2 Year Program(s)]"": 675, ""PG [3 Year Program(s)]"": 91, ""PG-Integrated"": 263}",561,199,78,40,35,44,28,49,56,74,59,25,23,15,93013000,91044000,90805768,ok,Number of faculty members entered 555
2021,IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,64.77,19.93,89.11,51.53,21.44,50.52,27,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0260.pdf,286,2123,"{""PG [1 Year Program(s)]"": 331, ""PG [2 Year Program(s)]"": 1792}",1197,449,471,131,393,116,350,110,81,85,37,19,25,13,60246826,76152804,38263140,ok,Number of faculty members entered 286
2021,IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,61.35,31.82,66.43,53.88,38.17,50.46,28,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1357.pdf,296,3105,"{""PG [2 Year Program(s)]"": 2951, ""PG [3 Year Program(s)]"": 154}",663,164,77,28,130,58,145,30,216,153,73,37,23,17,228734803,327174840,270398644,ok,Number of faculty members entered 296
2021,IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,61.78,34.28,64.91,65.99,19.52,50.36,29,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1441.pdf,876,9797,"{""UG [4 Years Program(s)]"": 7028, ""UG [5 Years Program(s)]"": 2063, ""PG [1 Year Program(s)]"": 30, ""PG [2 Year Program(s)]"": 366, ""PG [3 Year Program(s)]"": 310}",155,570,20,21,45,39,23,107,5240,5040,8383,1993,1752,4530,11132000,26438000,5740000,ok,Number of faculty members entered 876
2021,IR-O-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,49.93,39.07,68.47,58.60,37.34,49.98,30,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0473.pdf,3350,48995,"{""UG [3 Years Program(s)]"": 10031, ""UG [4 Years Program(s)]"": 32333, ""UG [5 Years Program(s)]"": 2814, ""PG [2 Year Program(s)]"": 3162, ""PG [3 Year Program(s)]"": 480, ""PG [6 Year Program(s)]"": 175}",1137,247,77,116,60,96,33,61,122,124,104,22,33,18,194569279,120413972,158011175,ok,Number of faculty members entered 3350
2021,IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,59.27,34.73,68.77,52.55,20.97,49.30,31,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0262.pdf,135,1137,"{""UG [5 Years Program(s)]"": 214, ""PG [1 Year Program(s)]"": 115, ""PG [2 Year Program(s)]"": 808}",367,128,70,24,74,24,61,46,91,101,67,30,26,21,983212544,504750901,197964103,ok,Number of faculty members entered 135
2021,IR-O-U-0027,Osmania University,Hyderabad,Telangana,52.04,28.16,79.86,51.62,39.67,49.16,32,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0027.pdf,428,7475,"{""UG [3 Years Program(s)]"": 183, ""UG [4 Years Program(s)]"": 1757, ""UG [5 Years Program(s)]"": 302, ""PG [2 Year Program(s)]"": 5116, ""PG [3 Year Program(s)]"": 117}",2953,2029,220,176,86,433,282,189,97,131,77,24,36,18,661257133,576133000,187600000,ok,Number of faculty members entered 428
2021,IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,58.71,27.32,67.45,51.68,46.34,49.09,33,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0435.pdf,349,3305,"{""UG [3 Years Program(s)]"": 610, ""UG [4 Years Program(s)]"": 65, ""PG [1 Year Program(s)]"": 124, ""PG [2 Year Program(s)]"": 2187, ""PG [3 Year Program(s)]"": 193, ""PG-Integrated"": 126}",690,836,76,67,65,82,47,66,54,58,38,17,13,17,44347060,522862611,184858644,ok,Number of faculty members entered 349
2021,IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,63.04,19.39,66.70,70.04,37.19,48.79,34,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0222.pdf,813,5629,"{""UG [3 Years Program(s)]"": 1393, ""UG [4 Years Program(s)]"": 837, ""UG [5 Years Program(s)]"": 1450, ""PG [2 Year Program(s)]"": 949, ""PG [3 Year Program(s)]"": 640, ""PG [6 Year Program(s)]"": 360}",219,112,51,19,45,18,31,6,112,76,57,47,34,25,68334119,59320675,51355527,ok,Number of faculty members entered 813
2021,IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,54.19,14.23,83.55,75.99,37.34,48.57,35,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0389.pdf,661,11686,"{""UG [3 Years Program(s)]"": 3860, ""UG [4 Years Program(s)]"": 4304, ""UG [5 Years Program(s)]"": 1063, ""PG [1 Year Program(s)]"": 7, ""PG [2 Year Program(s)]"": 2396, ""PG [3 Year Program(s)]"": 56}",960,0,248,0,267,0,282,0,37,47,34,16,27,13,253556894,177131576,142426404,ok,Number of faculty members entered 661
2021,IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,58.89,30.78,64.62,55.99,31.52,48.57,35,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0020.pdf,1085,14891,"{""UG [4 Years Program(s)]"": 13496, ""PG [2 Year Program(s)]"": 1395}",196,888,38,90,22,51,22,26,112,85,299,13,10,12,68305541,73697000,40227628,ok,Number of faculty members entered 1085
2021,IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,61.20,12.32,77.33,72.28,36.09,48.37,37,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0331.pdf,267,3163,"{""UG [3 Years Program(s)]"": 437, ""PG [1 Year Program(s)]"": 37, ""PG [2 Year Program(s)]"": 2689}",254,612,139,36,176,0,154,0,355,535,293,208,268,181,504087032,492071644,354820672,ok,Number of faculty members entered 267
2021,IR-O-U-0329,Symbiosis International,Pune,Maharashtra,61.83,18.50,64.52,72.16,40.04,48.22,38,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0329.pdf,1255,17488,"{""UG [3 Years Program(s)]"": 4046, ""UG [4 Years Program(s)]"": 3311, ""UG [5 Years Program(s)]"": 4183, ""PG [1 Year Program(s)]"": 105, ""PG [2 Year Program(s)]"": 5843}",314,576,38,10,41,6,1,17,101,74,40,55,45,20,55389561,26187408,20021110,ok,Number of faculty members entered 1255
2021,IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,64.39,27.23,62.97,57.57,23.67,48.21,39,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0523.pdf,434,2487,"{""UG [5 Years Program(s)]"": 1583, ""PG [2 Year Program(s)]"": 38, ""PG [3 Year Program(s)]"": 866}",50,0,14,0,16,0,20,0,250,265,243,58,63,61,229200000,262000000,217600000,ok,Number of faculty members entered 434
2021,IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,54.06,34.00,64.82,64.68,23.23,48.17,40,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0474.pdf,1055,11939,"{""UG [3 Years Program(s)]"": 820, ""UG [4 Years Program(s)]"": 9245, ""UG [5 Years Program(s)]"": 906, ""PG [2 Year Program(s)]"": 954, ""PG [3 Year Program(s)]"": 14}",295,737,26,108,31,81,29,56,131,120,112,62,56,51,182085960,168475350,156535360,ok,Number of faculty members entered 1055
2021,IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,57.82,27.62,69.75,60.64,23.67,48.02,41,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0107.pdf,473,5646,"{""UG [3 Years Program(s)]"": 284, ""UG [4 Years Program(s)]"": 3068, ""UG [5 Years Program(s)]"": 896, ""PG [2 Year Program(s)]"": 1188, ""PG [3 Year Program(s)]"": 154, ""PG-Integrated"": 56}",591,0,59,0,61,0,84,0,66,103,55,33,12,16,132475101,565086044,278851995,ok,Number of faculty members entered 473
2021,IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,54.52,29.82,65.95,59.25,36.07,48.01,42,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0098.pdf,823,9852,"{""UG [3 Years Program(s)]"": 655, ""UG [4 Years Program(s)]"": 8255, ""PG [2 Year Program(s)]"": 942}",557,596,35,43,30,30,45,26,104,396,505,15,15,11,81000000,74700000,43759525,ok,Number of faculty members entered 823
2021,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,64.76,15.70,81.28,56.13,15.90,47.60,43,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0136.pdf,381,3476,"{""PG [2 Year Program(s)]"": 3476}",1375,98,216,4,206,2,241,4,51,45,41,18,16,13,1334792506,1334581463,422263068,ok,Number of faculty members entered 381
2021,IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,54.37,29.63,70.28,52.70,28.41,47.37,44,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0253.pdf,208,2997,"{""UG [3 Years Program(s)]"": 55, ""UG [4 Years Program(s)]"": 690, ""UG [5 Years Program(s)]"": 318, ""PG [1 Year Program(s)]"": 39, ""PG [2 Year Program(s)]"": 1479, ""PG [3 Year Program(s)]"": 203, ""PG-Integrated"": 213}",551,326,78,72,77,97,64,84,120,137,121,23,24,24,224007539,131896342,195106185,ok,Number of faculty members entered 208
2021,IR-O-U-0052,Gauhati University,Guwahati,Assam,55.17,19.05,83.56,58.40,25.34,47.35,45,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0052.pdf,380,5740,"{""UG [3 Years Program(s)]"": 360, ""UG [4 Years Program(s)]"": 540, ""UG [5 Years Program(s)]"": 300, ""PG [1 Year Program(s)]"": 160, ""PG [2 Year Program(s)]"": 3980, ""PG [3 Year Program(s)]"": 30, ""PG-Integrated"": 370}",1889,1079,344,159,349,141,105,256,96,81,68,27,25,16,375737442,183956382,144463289,ok,Number of faculty members entered 380
2021,IR-O-U-0056,Tezpur University,Tezpur,Assam,58.32,30.02,61.65,52.17,32.14,47.27,46,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0056.pdf,291,3475,"{""UG [3 Years Program(s)]"": 7, ""UG [4 Years Program(s)]"": 1331, ""PG [1 Year Program(s)]"": 26, ""PG [2 Year Program(s)]"": 1414, ""PG [3 Year Program(s)]"": 135, ""PG-Integrated"": 562}",590,115,48,32,41,23,50,37,334,302,339,33,27,37,238237334,274143843,212670942,ok,Number of faculty members entered 291
2021,IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,64.83,18.35,61.13,64.73,35.23,47.17,47,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1486.pdf,747,6744,"{""UG [3 Years Program(s)]"": 464, ""UG [4 Years Program(s)]"": 3083, ""UG [5 Years Program(s)]"": 1671, ""UG [6 Year Program(s)]"": 0, ""PG [2 Year Program(s)]"": 718, ""PG [3 Year Program(s)]"": 571, ""PG-Integrated"": 60, ""PG [6 Year Program(s)]"": 177}",209,103,11,20,38,19,48,8,82,47,35,24,33,18,143941830,122136023,99700636,ok,Number of faculty members entered 747
2021,IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,60.49,19.51,77.03,50.12,25.52,46.97,48,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0196.pdf,552,8672,"{""UG [3 Years Program(s)]"": 195, ""UG [4 Years Program(s)]"": 1086, ""UG [5 Years Program(s)]"": 461, ""PG [2 Year Program(s)]"": 5782, ""PG [3 Year Program(s)]"": 492, ""PG-Integrated"": 656}",1221,33,144,0,152,8,160,12,84,95,64,28,23,22,364048918,182753177,150327513,ok,Number of faculty members entered 552
2021,IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,65.15,14.45,63.29,61.56,40.41,46.74,49,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1110.pdf,651,4422,"{""UG [4 Years Program(s)]"": 1341, ""UG [5 Years Program(s)]"": 1750, ""PG [2 Year Program(s)]"": 611, ""PG [3 Year Program(s)]"": 592, ""PG-Integrated"": 128}",174,0,19,0,25,0,12,0,82,78,63,24,21,13,63182056,24880853,36870698,ok,Number of faculty members entered 651
2021,IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,56.74,21.81,65.20,73.06,26.14,46.52,50,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0458.pdf,526,6465,"{""UG [3 Years Program(s)]"": 1386, ""UG [4 Years Program(s)]"": 4597, ""UG [5 Years Program(s)]"": 180, ""PG [2 Year Program(s)]"": 302}",303,137,83,25,7,13,4,26,199,164,93,138,121,65,130627830,93203635,47308347,ok,Number of faculty members entered 526
