year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,pdf_url,faculty_count,total_student_strength,student_strength_breakdown,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,parse_status,faculty_section_raw
2023,IR-O-U-0564,UPES,Dehradun,Uttarakhand,58.19,28.69,60.55,67.05,42.13,49.10,52,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0564.pdf,997,12204,"{""UG [3 Years Program(s)]"": 2419, ""UG [4 Years Program(s)]"": 6377, ""UG [5 Years Program(s)]"": 2202, ""UG [6 Year Program(s)]"": 102, ""PG [1 Year Program(s)]"": 76, ""PG [2 Year Program(s)]"": 1028}",89,472,2,32,5,47,0,42,23,13,24,13,9,6,40750355,25603375,9964261,ok,Number of faculty members entered 997
2023,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,63.47,24.45,68.37,51.80,37.31,48.95,53,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0463.pdf,211,1819,"{""PG [2 Year Program(s)]"": 1671, ""PG [3 Year Program(s)]"": 54, ""PG-Integrated"": 94}",316,918,65,172,92,204,41,63,56,166,53,13,11,16,213147960,196749061,70263777,ok,Number of faculty members entered 211
2023,IR-O-U-0381,"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,70.53,28.29,67.48,50.37,5.47,48.74,54,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0381.pdf,781,3681,"{""UG [4 Years Program(s)]"": 1817, ""UG [6 Year Program(s)]"": 759, ""PG [2 Year Program(s)]"": 797, ""PG-Integrated"": 308}",625,0,85,0,89,0,98,0,545,545,571,167,171,177,1335712951,1244615279,1297890297,ok,Number of faculty members entered 781
2023,IR-O-U-0555,Graphic Era University,Dehradun,Uttarakhand,57.45,22.95,64.11,69.99,47.37,48.69,55,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0555.pdf,582,8025,"{""UG [3 Years Program(s)]"": 2320, ""UG [4 Years Program(s)]"": 4645, ""PG [2 Year Program(s)]"": 1060}",191,166,35,0,17,48,6,18,55,43,92,13,11,43,6405692,6469460,30599300,ok,Number of faculty members entered 582
2023,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,56.15,17.82,86.24,56.27,35.47,48.63,56,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0318.pdf,456,7472,"{""UG [3 Years Program(s)]"": 852, ""UG [5 Years Program(s)]"": 417, ""PG [1 Year Program(s)]"": 392, ""PG [2 Year Program(s)]"": 5487, ""PG-Integrated"": 324}",955,0,322,0,230,0,241,0,24,39,28,16,21,24,229655578,256151168,199965654,ok,Number of faculty members entered 456
2023,IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,68.85,18.53,62.74,62.90,35.47,48.61,57,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-I-1486.pdf,755,8162,"{""UG [3 Years Program(s)]"": 605, ""UG [4 Years Program(s)]"": 3744, ""UG [5 Years Program(s)]"": 1685, ""PG [2 Year Program(s)]"": 1146, ""PG [3 Year Program(s)]"": 734, ""PG-Integrated"": 71, ""PG [6 Year Program(s)]"": 177}",143,156,14,20,12,10,11,20,344,227,82,47,27,24,159991467,233225319,143941830,ok,Number of faculty members entered 755
2023,IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,50.45,17.72,84.22,77.31,35.71,48.60,58,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0389.pdf,590,11861,"{""UG [3 Years Program(s)]"": 3895, ""UG [4 Years Program(s)]"": 4351, ""UG [5 Years Program(s)]"": 1139, ""PG [1 Year Program(s)]"": 28, ""PG [2 Year Program(s)]"": 2369, ""PG [3 Year Program(s)]"": 79}",822,0,233,0,198,0,248,0,36,33,37,16,12,16,132402736,80073323,253556894,ok,Number of faculty members entered 590
2023,IR-O-U-0470,Periyar University,Salem,Tamil Nadu,53.76,28.66,74.62,52.68,33.76,48.30,59,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0470.pdf,157,1986,"{""UG [3 Years Program(s)]"": 396, ""PG [2 Year Program(s)]"": 1526, ""PG-Integrated"": 64}",366,178,72,71,85,34,134,95,26,18,15,10,8,8,21815834,27911045,24244584,ok,Number of faculty members entered 157
2023,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,60.66,17.45,77.53,58.35,34.01,48.18,60,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0037.pdf,445,6271,"{""UG [4 Years Program(s)]"": 1863, ""UG [5 Years Program(s)]"": 180, ""PG [2 Year Program(s)]"": 4228}",369,313,132,66,98,84,156,76,26,35,15,15,16,10,99628353,156144533,99856425,ok,Number of faculty members entered 445
2023,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,64.84,18.62,83.31,59.33,1.94,47.82,61,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0136.pdf,519,3496,"{""PG [2 Year Program(s)]"": 3496}",1274,44,214,0,198,7,220,4,35,59,51,19,24,18,941397066,1352392107,1334792506,ok,Number of faculty members entered 519
2023,IR-O-U-0642,Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,65.26,24.23,59.23,65.34,24.64,47.69,62,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0642.pdf,248,2538,"{""UG [4 Years Program(s)]"": 2290, ""PG [2 Year Program(s)]"": 236, ""PG-Integrated"": 12}",364,4,29,1,29,0,20,0,53,38,56,12,8,8,34877000,36900000,48300000,ok,Number of faculty members entered 248
2023,IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,59.63,21.64,74.75,50.59,31.94,47.58,63,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0195.pdf,419,4362,"{""UG [3 Years Program(s)]"": 145, ""UG [5 Years Program(s)]"": 375, ""PG [1 Year Program(s)]"": 25, ""PG [2 Year Program(s)]"": 3462, ""PG [3 Year Program(s)]"": 355}",555,123,103,25,97,46,95,42,56,40,33,11,11,9,195141072,197923676,255783076,ok,Number of faculty members entered 419
2023,IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,58.85,34.69,61.46,57.77,14.47,47.58,63,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0249.pdf,177,2387,"{""UG [4 Years Program(s)]"": 122, ""PG [2 Year Program(s)]"": 1551, ""PG [3 Year Program(s)]"": 714}",94,245,5,79,12,172,2,70,5,3,9,4,3,6,7610000,6713000,9150000,ok,Number of faculty members entered 177
2023,IR-O-U-0239,NITTE,Mangaluru,Karnataka,63.85,18.72,61.97,69.22,29.94,47.07,65,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0239.pdf,566,4490,"{""UG [3 Years Program(s)]"": 185, ""UG [4 Years Program(s)]"": 1330, ""UG [5 Years Program(s)]"": 987, ""UG [6 Year Program(s)]"": 937, ""PG [2 Year Program(s)]"": 412, ""PG [3 Year Program(s)]"": 456, ""PG [6 Year Program(s)]"": 183}",131,147,9,12,14,16,3,10,38,32,26,18,15,17,36727413,26541008,24220402,ok,Number of faculty members entered 566
2023,IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,53.31,26.25,69.08,68.48,23.71,46.91,66,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0446.pdf,1249,20497,"{""UG [3 Years Program(s)]"": 2045, ""UG [4 Years Program(s)]"": 12629, ""UG [5 Years Program(s)]"": 3899, ""PG [2 Year Program(s)]"": 1372, ""PG [3 Year Program(s)]"": 552}",465,653,86,123,53,166,80,158,165,112,0,43,21,0,12522764,16233925,0,ok,Number of faculty members entered 1249
2023,IR-O-U-0217,Christ University,Bengaluru,Karnataka,52.14,18.96,67.20,69.84,51.33,46.88,67,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0217.pdf,1484,25316,"{""UG [3 Years Program(s)]"": 14538, ""UG [4 Years Program(s)]"": 2288, ""UG [5 Years Program(s)]"": 2229, ""PG [1 Year Program(s)]"": 211, ""PG [2 Year Program(s)]"": 6050}",636,567,33,0,42,0,37,0,29,22,25,17,16,15,28164497,20072456,14042219,ok,Number of faculty members entered 1484
2023,IR-O-U-0223,"Jain university,Bangalore",Bengaluru,Karnataka,53.30,19.34,75.59,65.56,33.76,46.85,68,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0223.pdf,1357,20484,"{""UG [3 Years Program(s)]"": 12366, ""UG [4 Years Program(s)]"": 4325, ""PG [2 Year Program(s)]"": 3793}",735,100,75,0,96,0,150,0,30,16,26,20,12,17,57603387,29074248,33287172,ok,Number of faculty members entered 1357
2023,IR-O-U-0056,Tezpur University,Tezpur,Assam,56.40,28.70,64.99,51.52,30.17,46.70,69,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0056.pdf,293,3581,"{""UG [3 Years Program(s)]"": 422, ""UG [4 Years Program(s)]"": 1336, ""PG [1 Year Program(s)]"": 24, ""PG [2 Year Program(s)]"": 1756, ""PG [3 Year Program(s)]"": 43}",796,109,59,9,57,21,48,32,253,306,334,25,43,33,112171912,130324432,238237334,ok,Number of faculty members entered 293
2023,IR-O-U-0251,"Calicut University, Thenhipalem, Malapuram",Malappuram,Kerala,69.14,16.10,61.31,57.40,29.94,46.56,70,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0251.pdf,266,2164,"{""UG [3 Years Program(s)]"": 152, ""PG [1 Year Program(s)]"": 62, ""PG [2 Year Program(s)]"": 1840, ""PG [3 Year Program(s)]"": 36, ""PG-Integrated"": 74}",508,105,46,40,70,54,156,102,15,11,21,15,4,7,12832742,3584446,6621248,ok,Number of faculty members entered 266
2023,IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.62,30.94,69.73,51.46,25.53,46.12,71,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0202.pdf,337,4860,"{""UG [4 Years Program(s)]"": 3209, ""UG [5 Years Program(s)]"": 158, ""PG [2 Year Program(s)]"": 853, ""PG-Integrated"": 640}",429,58,429,58,43,31,27,21,44,43,53,12,14,20,82001060,85398660,149542528,ok,Number of faculty members entered 337
2023,IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,71.27,14.78,69.80,55.16,7.31,46.02,72,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0485.pdf,975,6826,"{""UG [4 Years Program(s)]"": 5966, ""PG [2 Year Program(s)]"": 860}",527,0,117,8,155,0,144,12,483,262,316,32,33,60,882923878,953966527,1207741067,ok,Number of faculty members entered 975
2023,IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,46.00,34.09,68.98,65.08,14.21,45.76,73,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0190.pdf,265,3790,"{""UG [3 Years Program(s)]"": 1113, ""UG [4 Years Program(s)]"": 1612, ""UG [5 Years Program(s)]"": 168, ""PG [1 Year Program(s)]"": 16, ""PG [2 Year Program(s)]"": 881}",257,0,54,0,53,0,41,0,12,10,6,6,6,6,12270963,3152289,5908232,ok,Number of faculty members entered 265
2023,IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,48.65,26.36,66.84,51.12,44.58,45.45,74,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0099.pdf,245,3469,"{""UG [4 Years Program(s)]"": 1268, ""UG [5 Years Program(s)]"": 954, ""PG [1 Year Program(s)]"": 57, ""PG [2 Year Program(s)]"": 1137, ""PG [3 Year Program(s)]"": 53}",415,281,56,51,48,47,40,19,82,68,30,27,20,19,60735147,49877987,4463477,ok,Number of faculty members entered 245
2023,IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,54.66,25.37,59.83,62.00,32.19,45.40,75,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0043.pdf,628,7111,"{""UG [3 Years Program(s)]"": 384, ""UG [4 Years Program(s)]"": 6262, ""PG [2 Year Program(s)]"": 465}",318,276,28,46,17,37,1,17,288,214,237,288,116,237,115006960,60118800,24490800,ok,Number of faculty members entered 628
2023,IR-O-U-0345,Mizoram University,Aizawl,Mizoram,58.30,18.54,73.44,54.16,20.21,45.18,76,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0345.pdf,252,2581,"{""UG [4 Years Program(s)]"": 427, ""UG [5 Years Program(s)]"": 95, ""PG [2 Year Program(s)]"": 2034, ""PG-Integrated"": 25}",1178,0,74,0,102,0,81,0,356,227,205,22,29,32,159874194,188025495,176300307,ok,Number of faculty members entered 252
2023,IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,64.25,9.49,60.40,78.77,30.57,45.14,77,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0370.pdf,522,4428,"{""UG [3 Years Program(s)]"": 529, ""UG [4 Years Program(s)]"": 1021, ""UG [5 Years Program(s)]"": 2100, ""PG [1 Year Program(s)]"": 38, ""PG [2 Year Program(s)]"": 94, ""PG [3 Year Program(s)]"": 646}",34,241,0,2,3,3,2,5,85,78,34,51,33,20,146113100,107564000,70573000,ok,Number of faculty members entered 522
2023,IR-O-U-0168,Maharishi Markandeshwar,Ambala,Haryana,57.30,24.43,55.40,60.56,34.26,45.09,78,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0168.pdf,902,9960,"{""UG [3 Years Program(s)]"": 1737, ""UG [4 Years Program(s)]"": 4060, ""UG [5 Years Program(s)]"": 2403, ""PG [1 Year Program(s)]"": 20, ""PG [2 Year Program(s)]"": 984, ""PG [3 Year Program(s)]"": 583, ""PG [6 Year Program(s)]"": 173}",192,272,19,22,15,14,2,13,41,14,28,6,4,7,32344808,9828600,10029896,ok,Number of faculty members entered 902
2023,IR-O-U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,63.35,23.11,67.55,51.97,3.76,45.02,79,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0554.pdf,372,3927,"{""UG [4 Years Program(s)]"": 2809, ""UG [5 Years Program(s)]"": 349, ""PG [2 Year Program(s)]"": 769}",491,0,138,0,97,0,71,0,123,114,146,19,16,96,410381396,454385649,314706000,ok,Number of faculty members entered 372
2023,IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,55.04,19.99,75.18,51.67,22.26,44.95,80,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0341.pdf,282,3871,"{""UG [4 Years Program(s)]"": 531, ""UG [5 Years Program(s)]"": 479, ""PG [2 Year Program(s)]"": 2861}",548,0,103,0,179,0,136,0,32,38,50,9,16,31,83906821,123281273,172983850,ok,Number of faculty members entered 282
2023,IR-O-U-0444,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu,67.42,5.60,66.72,62.43,34.26,44.92,81,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0444.pdf,490,6873,"{""UG [3 Years Program(s)]"": 4476, ""UG [4 Years Program(s)]"": 787, ""PG [2 Year Program(s)]"": 1606, ""PG [3 Year Program(s)]"": 4}",317,323,43,36,36,29,24,16,42,20,80,10,7,17,111971883,34917381,18032101,ok,Number of faculty members entered 490
2023,IR-O-U-0451,Chettinad Academy of Research and Education,,,65.79,10.72,61.97,64.22,31.12,44.88,82,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0451.pdf,245,2465,"{""UG [3 Years Program(s)]"": 121, ""UG [4 Years Program(s)]"": 725, ""UG [5 Years Program(s)]"": 1095, ""PG [1 Year Program(s)]"": 1, ""PG [2 Year Program(s)]"": 143, ""PG [3 Year Program(s)]"": 352, ""PG-Integrated"": 28}",119,144,10,47,8,3,8,2,62,330,221,28,10,18,30498996,29558966,27025582,ok,Number of faculty members entered 245
2023,IR-O-U-0464,"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,58.77,22.10,67.48,50.36,20.47,44.85,83,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0464.pdf,221,2619,"{""PG [2 Year Program(s)]"": 1517, ""PG-Integrated"": 1102}",306,172,73,37,38,25,36,23,19,9,14,7,6,6,37571445,10743414,8913247,ok,Number of faculty members entered 221
2023,IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,52.26,31.85,50.69,60.77,30.60,44.52,84,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0014.pdf,121,1884,"{""UG [4 Years Program(s)]"": 703, ""UG [5 Years Program(s)]"": 656, ""PG [2 Year Program(s)]"": 525}",106,53,10,12,14,4,11,0,77,55,153,30,37,63,226745000,196154626,184517621,ok,Number of faculty members entered 121
2023,IR-O-U-0250,Yenepoya University,Mangaluru,Karnataka,64.19,14.15,54.41,71.36,26.73,44.20,85,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0250.pdf,556,5181,"{""UG [3 Years Program(s)]"": 1631, ""UG [4 Years Program(s)]"": 1001, ""UG [5 Years Program(s)]"": 712, ""UG [6 Year Program(s)]"": 1140, ""PG [1 Year Program(s)]"": 18, ""PG [2 Year Program(s)]"": 188, ""PG [3 Year Program(s)]"": 491}",101,37,4,4,6,2,9,4,41,41,31,21,11,15,89314257,131349800,109319200,ok,Number of faculty members entered 556
2023,IR-O-U-0569,The University of Burdwan,Bardhaman,West Bengal,47.89,23.91,77.90,49.06,21.25,44.16,86,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0569.pdf,233,5400,"{""UG [3 Years Program(s)]"": 313, ""PG [1 Year Program(s)]"": 21, ""PG [2 Year Program(s)]"": 5066}",650,82,147,0,125,0,132,0,80,81,83,13,17,16,35389645,47198439,100478758,ok,Number of faculty members entered 233
2023,IR-O-U-0541,Sharda University,Greater Noida,Uttar Pradesh,54.13,21.72,58.20,65.83,31.31,44.11,87,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0541.pdf,927,12064,"{""UG [3 Years Program(s)]"": 3032, ""UG [4 Years Program(s)]"": 4108, ""UG [5 Years Program(s)]"": 3102, ""PG [1 Year Program(s)]"": 52, ""PG [2 Year Program(s)]"": 1330, ""PG [3 Year Program(s)]"": 287, ""PG-Integrated"": 153}",503,635,18,11,10,16,12,14,43,51,28,21,28,20,21045247,11858178,7953534,ok,Number of faculty members entered 927
2023,IR-O-U-0052,Gauhati University,Guwahati,Assam,45.71,18.20,89.34,48.61,22.01,44.10,88,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0052.pdf,429,13683,"{""UG [3 Years Program(s)]"": 993, ""UG [4 Years Program(s)]"": 2348, ""UG [5 Years Program(s)]"": 1312, ""PG [1 Year Program(s)]"": 339, ""PG [2 Year Program(s)]"": 7064, ""PG [3 Year Program(s)]"": 63, ""PG-Integrated"": 1564}",323,15,323,15,331,138,344,159,114,103,96,30,30,27,214663539,101170543,375737442,ok,Number of faculty members entered 429
2023,IR-O-U-0449,Central University of Tamil Nadu,Tiruvarur,Tamil Nadu,59.45,17.00,62.81,68.44,17.47,44.09,89,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0449.pdf,166,1901,"{""UG [4 Years Program(s)]"": 234, ""PG [2 Year Program(s)]"": 980, ""PG-Integrated"": 687}",312,37,25,0,9,0,14,0,93,13,20,15,5,13,54384132,51151297,20402626,ok,Number of faculty members entered 166
2023,IR-O-U-0248,"University of Agricultural Sciences, Bangalore",Bangalore,Karnataka,67.44,10.56,72.62,59.34,2.21,44.07,90,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0248.pdf,490,4289,"{""UG [4 Years Program(s)]"": 3614, ""PG [2 Year Program(s)]"": 675}",321,5,197,0,70,4,65,3,181,184,208,24,23,25,796071221,654254081,681451895,ok,Number of faculty members entered 490
2023,IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,57.12,11.48,69.13,55.62,36.64,43.63,91,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-I-1361.pdf,1805,21978,"{""UG [3 Years Program(s)]"": 6181, ""UG [4 Years Program(s)]"": 4785, ""UG [5 Years Program(s)]"": 6794, ""PG [1 Year Program(s)]"": 21, ""PG [2 Year Program(s)]"": 2995, ""PG [3 Year Program(s)]"": 989, ""PG [6 Year Program(s)]"": 213}",903,0,72,0,53,0,65,0,160,93,87,88,62,56,152323438,164296263,121991169,ok,Number of faculty members entered 1805
2023,IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,59.94,10.30,67.35,66.24,24.57,43.62,92,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0461.pdf,1176,10547,"{""UG [4 Years Program(s)]"": 6003, ""UG [5 Years Program(s)]"": 2669, ""PG [2 Year Program(s)]"": 1236, ""PG [3 Year Program(s)]"": 639}",407,182,52,38,42,78,21,94,83,38,36,47,22,28,191569256,179548399,15647390,ok,Number of faculty members entered 1176
2023,IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,45.86,14.90,80.74,56.88,33.76,43.45,93,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0366.pdf,227,4383,"{""UG [4 Years Program(s)]"": 302, ""UG [5 Years Program(s)]"": 599, ""PG [1 Year Program(s)]"": 98, ""PG [2 Year Program(s)]"": 3384}",263,0,165,0,245,0,102,50,58,20,17,15,5,9,25480194,11557437,11502307,ok,Number of faculty members entered 227
2023,IR-O-U-0155,"Amity University Haryana, Gurgaon",Gurugram,Haryana,52.95,18.96,64.48,65.23,23.47,43.35,94,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0155.pdf,377,5056,"{""UG [3 Years Program(s)]"": 1881, ""UG [4 Years Program(s)]"": 1477, ""UG [5 Years Program(s)]"": 491, ""PG [1 Year Program(s)]"": 175, ""PG [2 Year Program(s)]"": 983, ""PG-Integrated"": 49}",230,382,31,10,25,12,8,24,29,26,47,9,7,10,35769083,22368237,42494333,ok,Number of faculty members entered 377
2023,IR-O-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,59.65,19.14,68.74,46.65,11.07,43.15,95,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-C-6379.pdf,476,6667,"{""UG [3 Years Program(s)]"": 254, ""UG [4 Years Program(s)]"": 5918, ""PG [2 Year Program(s)]"": 495}",269,0,103,0,22,0,18,0,9,4,5,7,2,2,7496222,81097000,5933250,ok,Number of faculty members entered 476
2023,IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,45.27,21.23,76.41,52.79,26.21,43.13,96,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-I-1280.pdf,377,7605,"{""UG [3 Years Program(s)]"": 312, ""UG [4 Years Program(s)]"": 514, ""UG [5 Years Program(s)]"": 602, ""PG [1 Year Program(s)]"": 163, ""PG [2 Year Program(s)]"": 4203, ""PG [3 Year Program(s)]"": 60, ""PG-Integrated"": 1656, ""PG [6 Year Program(s)]"": 95}",1594,0,254,0,217,0,182,0,21,18,28,8,8,8,143169652,112520735,24559643,ok,Number of faculty members entered 377
2023,IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,48.50,22.82,77.44,46.88,15.25,43.11,97,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0589.pdf,466,8313,"{""UG [3 Years Program(s)]"": 3265, ""UG [4 Years Program(s)]"": 1146, ""PG [1 Year Program(s)]"": 53, ""PG [2 Year Program(s)]"": 3744, ""PG-Integrated"": 105}",907,463,145,43,116,35,122,78,576,581,621,25,25,25,118099000,105922716,196385223,ok,Number of faculty members entered 466
2023,IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,47.63,10.67,75.14,68.68,36.40,43.03,98,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0331.pdf,422,6251,"{""UG [3 Years Program(s)]"": 3327, ""PG [1 Year Program(s)]"": 226, ""PG [2 Year Program(s)]"": 2664, ""PG-Integrated"": 34}",530,386,70,0,98,35,139,36,392,388,355,235,215,208,315287303,293380071,504087032,ok,Number of faculty members entered 422
2023,IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,71.52,13.20,62.87,47.06,2.99,42.99,99,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0159.pdf,452,2799,"{""UG [4 Years Program(s)]"": 1162, ""UG [6 Year Program(s)]"": 396, ""PG [2 Year Program(s)]"": 699, ""PG [3 Year Program(s)]"": 542}",700,0,110,0,82,0,72,0,52,63,66,32,33,32,126749963,148282119,219473152,ok,Number of faculty members entered 452
2023,IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,49.81,24.54,58.44,59.86,29.47,42.93,100,https://www.nirfindia.org/nirfpdfcdn/2023/pdf/University/IR-O-U-0372.pdf,182,1747,"{""PG [2 Year Program(s)]"": 1747}",336,0,25,0,20,0,28,0,24,13,20,8,4,8,88704793,43999967,72605910,ok,Number of faculty members entered 182
2024,IR-O-U-0220,"Indian Institute of Science, Bengaluru",Bengaluru,Karnataka,83.60,86.50,82.17,58.46,99.79,83.29,1,https://www.nirfindia.org/nirfpdfcdn/2024/pdf/University/IR-O-U-0220.pdf,476,1793,"{""UG [4 Years Program(s)]"": 539, ""PG [2 Year Program(s)]"": 1125, ""PG [3 Year Program(s)]"": 129}",2708,133,286,6,269,15,329,23,1343,1178,1594,153,106,189,5347726925,5437309580,5257220083,ok,Number of faculty members entered 476
2024,IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,74.93,45.27,97.34,72.28,70.39,69.80,2,https://www.nirfindia.org/nirfpdfcdn/2024/pdf/University/IR-O-U-0109.pdf,693,5199,"{""UG [3 Years Program(s)]"": 1209, ""PG [2 Year Program(s)]"": 3413, ""PG-Integrated"": 577}",4098,0,1008,0,611,0,777,0,193,298,302,48,54,26,281390442,298611768,217895251,ok,Number of faculty members entered 693
2024,IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,71.29,49.28,92.72,83.10,50.85,68.11,3,https://www.nirfindia.org/nirfpdfcdn/2024/pdf/University/IR-O-U-0108.pdf,740,8730,"{""UG [3 Years Program(s)]"": 3146, ""UG [4 Years Program(s)]"": 1743, ""UG [5 Years Program(s)]"": 958, ""PG [2 Year Program(s)]"": 2883}",1644,0,437,0,497,0,530,0,196,180,141,47,47,45,783988393,779349473,657668287,ok,Number of faculty members entered 740
