institute_id,year,name_canonical,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,faculty_count,total_student_strength,faculty_student_ratio,phd_fulltime_current,phd_parttime_current,sponsored_projects_y1,sponsored_amount_y1,scopus_total_documents,scopus_total_citations,scopus_avg_citations_per_doc
IR-O-U-0473,2022,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,57.91,45.28,71.41,62.54,47.60,56.24,19,3624,48246,13.31,1437,719,87,117000516,4204,62865,14.95
IR-O-U-0473,2023,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,61.62,47.02,74.95,64.61,46.76,58.73,18,3884,49233,12.68,2015,915,147,221216772,5000,59567,11.91
IR-O-U-0473,2024,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,71.69,55.43,76.92,68.55,41.91,64.56,12,4120,53777,13.05,2010,961,391,282447565,5000,59907,11.98
IR-O-U-0473,2025,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,70.31,54.56,82.47,68.94,44.19,65.26,11,4466,60645,13.58,1760,881,127,203093412,5000,23052,4.61
IR-O-N-10,2021,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,63.31,14.77,63.13,60.92,32.97,45.44,55,574,6817,11.88,263,0,30,18360100,144,2533,17.59
IR-O-N-10,2022,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,68.42,17.66,64.52,62.17,35.08,48.46,51,554,6883,12.42,252,0,29,20720821,176,3336,18.95
IR-O-N-10,2023,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,70.37,21.34,64.97,64.61,33.51,50.31,47,554,6789,12.25,267,0,43,26126190,146,1961,13.43
IR-O-N-10,2024,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,74.00,24.83,64.38,65.17,33.76,52.43,49,574,7241,12.61,245,0,35,35146932,152,804,5.29
IR-O-N-10,2025,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,72.53,26.72,65.25,64.41,32.72,52.54,52,602,7979,13.25,266,0,26,26181426,173,327,1.89
IR-O-U-0474,2021,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,54.06,34.00,64.82,64.68,23.23,48.17,40,1055,11939,11.32,295,737,131,182085960,1142,17847,15.63
IR-O-U-0474,2022,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,56.99,29.87,65.82,65.05,34.50,49.18,43,1260,12480,9.9,323,693,135,193542500,1249,16579,13.27
IR-O-U-0474,2023,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,53.39,35.72,64.67,66.38,29.46,49.26,51,1309,14173,10.83,209,829,145,214552500,1365,16014,11.73
IR-O-U-0474,2024,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,59.05,36.30,63.32,70.64,38.37,52.16,51,1389,15623,11.25,404,528,158,225725203,1465,11120,7.59
IR-O-U-0474,2025,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,61.34,31.31,68.96,72.96,36.39,52.52,53,1407,16658,11.84,552,362,176,59341089,3022,9318,3.08
IR-O-I-1441,2021,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,61.78,34.28,64.91,65.99,19.52,50.36,29,876,9797,11.18,155,570,5240,11132000,532,17989,33.81
IR-O-I-1441,2022,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,56.29,43.01,69.46,65.97,21.71,52.45,26,831,10643,12.81,278,708,6270,89229138,2181,52533,24.09
IR-O-I-1441,2023,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,69.83,52.18,71.30,67.38,33.76,60.98,13,788,10624,13.48,341,652,5225,20703310,3656,68072,18.62
IR-O-I-1441,2024,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,72.59,60.87,72.82,66.07,34.05,64.62,11,900,11033,12.26,414,1021,3038,283062130,5000,63614,12.72
IR-O-I-1441,2025,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,76.12,56.28,73.63,71.44,34.49,65.04,13,1129,13987,12.39,658,849,59,31051289,5000,37943,7.59
IR-O-U-0323,2021,Savitribai Phule Pune University,Pune,Maharashtra,62.95,42.77,86.96,50.92,41.49,58.34,11,712,4427,6.22,1875,0,150,568083583,980,19792,20.2
IR-O-U-0323,2022,Savitribai Phule Pune University,Pune,Maharashtra,63.66,41.64,92.44,52.07,41.88,59.48,12,752,5163,6.87,1400,0,95,304996410,1116,20723,18.57
IR-O-U-0323,2023,Savitribai Phule Pune University,Pune,Maharashtra,60.99,39.30,94.63,51.78,41.07,58.31,19,839,5871,7.0,1789,0,60,389095394,1276,14828,11.62
IR-O-U-0323,2024,Savitribai Phule Pune University,Pune,Maharashtra,61.07,39.17,89.65,52.59,47.00,57.96,23,801,6004,7.5,1389,0,70,74580443,1240,10480,8.45
IR-O-U-0323,2025,Savitribai Phule Pune University,Pune,Maharashtra,51.46,39.42,79.40,50.16,41.63,52.33,56,653,6220,9.53,1263,0,128,338721516,1582,5597,3.54
IR-O-U-0476,2021,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,58.58,38.28,66.30,57.78,37.34,51.83,22,722,9851,13.64,413,208,114,179955920,606,14149,23.35
IR-O-U-0476,2022,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,61.35,38.23,67.66,59.74,36.70,53.04,24,722,9835,13.62,431,179,87,397610718,633,12819,20.25
IR-O-U-0476,2023,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,63.88,40.86,68.45,59.40,36.64,54.71,26,789,10360,13.13,406,134,87,117233514,587,8226,14.01
IR-O-U-0476,2024,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,69.41,37.64,71.47,66.23,37.87,56.81,28,843,10769,12.77,414,155,73,539685492,564,5470,9.7
IR-O-U-0476,2025,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,71.76,36.50,74.04,71.78,35.92,58.06,29,847,11847,13.99,686,127,84,290180703,755,2964,3.93
IR-O-U-0642,2021,Shiv Nadar University,Dadri,Uttar Pradesh,59.50,19.37,63.50,59.14,27.30,45.00,56,243,1845,7.59,228,3,56,48300000,2,9,4.5
IR-O-U-0642,2022,Shiv Nadar University,Dadri,Uttar Pradesh,63.53,20.75,64.70,61.38,22.06,46.57,61,246,2208,8.98,283,3,38,36900000,10,176,17.6
IR-O-U-0642,2023,Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,65.26,24.23,59.23,65.34,24.64,47.69,62,248,2538,10.23,364,4,53,34877000,17,171,10.06
IR-O-U-0642,2024,Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,71.43,25.51,59.74,66.79,20.86,49.80,62,273,2745,10.05,399,10,72,46955000,33,246,7.45
IR-O-U-0642,2025,Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,72.19,26.47,65.82,66.64,27.64,52.18,57,232,3002,12.94,456,11,50,77300680,33,49,1.48
IR-O-U-0190,2021,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,43.21,23.06,64.69,54.60,12.52,39.53,89,245,3127,12.76,186,0,7,12396232,570,27250,47.81
IR-O-U-0190,2022,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,38.80,28.11,68.66,58.25,15.71,41.19,96,227,3478,15.32,251,0,10,3152289,869,32812,37.76
IR-O-U-0190,2023,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,46.00,34.09,68.98,65.08,14.21,45.76,73,265,3790,14.3,257,0,12,12270963,800,23948,29.93
IR-O-U-0190,2024,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,54.64,39.24,68.70,65.98,3.16,48.82,70,272,3851,14.16,254,0,8,6802407,821,14086,17.16
IR-O-U-0190,2025,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,43.95,46.29,68.77,65.33,28.00,50.16,69,207,4295,20.75,337,0,15,14050723,758,6247,8.24
IR-O-U-0363,2021,Siksha `O` Anusandhan,Bhubaneswar,Odisha,63.89,29.92,71.34,65.89,33.30,52.34,20,1393,12912,9.27,826,179,67,75448000,875,13109,14.98
IR-O-U-0363,2022,Siksha `O` Anusandhan,Bhubaneswar,Odisha,68.30,35.58,73.45,68.40,49.08,57.60,16,1161,14033,12.09,1007,141,104,101038000,930,12616,13.57
IR-O-U-0363,2023,Siksha `O` Anusandhan,Bhubaneswar,Odisha,69.78,40.10,73.26,73.35,53.88,60.33,15,1206,15945,13.22,1204,149,71,92545000,1040,9947,9.56
IR-O-U-0363,2024,Siksha `O` Anusandhan,Bhubaneswar,Odisha,74.09,42.19,74.06,72.74,56.35,62.61,14,1280,17307,13.52,1156,119,88,97101000,1168,8922,7.64
IR-O-U-0363,2025,Siksha `O` Anusandhan,Bhubaneswar,Odisha,75.45,42.48,77.23,73.03,50.21,63.14,15,1366,19122,14.0,1194,132,102,103864000,2808,13918,4.96
IR-O-I-1486,2021,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,64.83,18.35,61.13,64.73,35.23,47.17,47,747,6744,9.03,209,103,82,143941830,366,3566,9.74
IR-O-I-1486,2022,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,69.68,17.07,64.33,65.08,34.74,48.87,48,750,7564,10.09,153,117,227,233225319,459,3541,7.71
IR-O-I-1486,2023,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,68.85,18.53,62.74,62.90,35.47,48.61,57,755,8162,10.81,143,156,344,159991467,449,3140,6.99
IR-O-I-1486,2024,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,72.73,22.22,62.46,62.99,35.75,50.86,55,651,8635,13.26,177,257,299,582743692,483,1972,4.08
IR-O-I-1486,2025,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,72.40,24.68,62.69,62.86,34.00,51.35,60,662,8949,13.52,250,344,284,757589218,708,1092,1.54
IR-O-U-0329,2021,Symbiosis International,Pune,Maharashtra,61.83,18.50,64.52,72.16,40.04,48.22,38,1255,17488,13.93,314,576,101,55389561,651,19754,30.34
IR-O-U-0329,2022,Symbiosis International,Pune,Maharashtra,65.62,17.80,74.90,66.57,47.82,51.45,32,1258,16408,13.04,584,167,82,59004884,969,22837,23.57
IR-O-U-0329,2023,Symbiosis International,Pune,Maharashtra,67.62,22.91,77.78,63.18,40.88,53.13,32,1177,16659,14.15,591,173,88,73788777,1908,31778,16.66
IR-O-U-0329,2024,Symbiosis International,Pune,Maharashtra,72.53,27.49,78.53,64.79,42.14,56.41,31,1585,22845,14.41,657,161,104,100109423,2877,25816,8.97
IR-O-U-0329,2025,Symbiosis International,Pune,Maharashtra,73.49,38.34,72.97,64.00,46.23,59.16,24,1530,21816,14.26,1064,207,272,150990542,3981,13115,3.29
IR-O-U-0331,2021,Tata Institute of Social Sciences,Mumbai,Maharashtra,61.20,12.32,77.33,72.28,36.09,48.37,37,267,3163,11.85,254,612,355,504087032,282,2873,10.19
IR-O-U-0331,2022,Tata Institute of Social Sciences,Mumbai,Maharashtra,56.66,10.45,78.36,75.42,38.23,47.16,60,434,4566,10.52,440,386,388,293380071,288,2002,6.95
IR-O-U-0331,2023,Tata Institute of Social Sciences,Mumbai,Maharashtra,47.63,10.67,75.14,68.68,36.40,43.03,98,422,6251,14.81,530,386,392,315287303,272,1530,5.62
IR-O-U-0331,2024,Tata Institute of Social Sciences,Mumbai,Maharashtra,66.96,15.83,71.49,72.19,38.37,50.20,58,275,3234,11.76,563,0,370,316713386,277,1233,4.45
IR-O-U-0331,2025,Tata Institute of Social Sciences,Mumbai,Maharashtra,68.46,16.42,70.12,73.58,30.39,49.89,72,275,3392,12.33,346,193,261,330273724,240,451,1.88
IR-O-U-0056,2021,Tezpur University,Tezpur,Assam,58.32,30.02,61.65,52.17,32.14,47.27,46,291,3475,11.94,590,115,334,238237334,570,9328,16.36
IR-O-U-0056,2022,Tezpur University,Tezpur,Assam,59.71,27.49,63.29,50.67,35.88,47.48,59,275,3494,12.71,709,103,306,130324432,664,10208,15.37
IR-O-U-0056,2023,Tezpur University,Tezpur,Assam,56.40,28.70,64.99,51.52,30.17,46.70,69,293,3581,12.22,796,109,253,112171912,691,8424,12.19
IR-O-U-0056,2024,Tezpur University,Tezpur,Assam,62.22,28.05,68.97,51.86,29.47,49.01,69,306,3602,11.77,795,141,108,163962763,803,6498,8.09
IR-O-U-0056,2025,Tezpur University,Tezpur,Assam,60.26,30.22,69.73,51.71,30.39,49.31,79,322,3718,11.55,957,50,120,127072210,880,3049,3.46
IR-O-I-1480,2021,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,50.44,42.26,67.30,56.35,37.52,50.65,26,555,8212,14.8,561,199,56,93013000,227,5852,25.78
IR-O-I-1480,2022,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,49.86,44.83,70.57,55.09,35.34,51.56,31,566,8959,15.83,563,147,66,84804000,218,3916,17.96
IR-O-I-1480,2023,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,62.01,49.73,72.17,64.05,29.71,57.32,22,728,10301,14.15,562,133,52,103620000,228,3897,17.09
IR-O-I-1480,2024,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,65.00,43.36,71.19,63.83,35.91,56.72,29,752,10465,13.92,528,132,44,108490000,211,2324,11.01
IR-O-I-1480,2025,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,68.42,45.12,72.16,65.69,37.95,58.87,26,788,11124,14.12,482,45,43,340729000,298,1386,4.65
IR-O-U-0120,2021,University of Delhi,Delhi,Delhi,42.65,54.23,82.66,59.60,55.37,57.09,12,1060,21615,20.39,3700,0,341,500736706,3303,64550,19.54
IR-O-U-0120,2022,University of Delhi,Delhi,Delhi,43.11,52.82,91.85,58.87,56.15,58.66,13,1135,23819,20.99,3652,0,434,559389437,3592,50692,14.11
IR-O-U-0120,2023,University of Delhi,Delhi,Delhi,46.65,54.30,97.84,63.98,51.89,61.45,11,1226,26344,21.49,3702,0,553,555256974,3840,47550,12.38
IR-O-U-0120,2024,University of Delhi,Delhi,Delhi,56.75,56.42,98.54,67.57,54.75,65.90,6,1402,22894,16.33,3502,0,444,491071150,4089,34928,8.54
IR-O-U-0120,2025,University of Delhi,Delhi,Delhi,60.65,58.51,96.94,70.15,52.38,67.38,5,1189,20609,17.33,3595,0,479,751219345,4366,17254,3.95
IR-O-U-0042,2021,University of Hyderabad,Hyderabad,Telangana,69.59,40.74,77.44,58.72,52.49,59.71,9,442,3428,7.76,1758,15,319,356820612,1097,27334,24.92
IR-O-U-0042,2022,University of Hyderabad,Hyderabad,Telangana,70.94,40.18,83.97,63.50,52.39,61.71,10,423,4156,9.83,1459,30,398,393003086,1123,17331,15.43
IR-O-U-0042,2023,University of Hyderabad,Hyderabad,Telangana,70.46,44.54,83.27,66.58,42.78,62.09,10,421,3940,9.36,1332,55,378,304072791,1177,13164,11.18
IR-O-U-0042,2024,University of Hyderabad,Hyderabad,Telangana,72.69,45.58,81.39,62.26,41.92,62.18,17,412,3756,9.12,1506,60,458,650934326,1142,11727,10.27
IR-O-U-0042,2025,University of Hyderabad,Hyderabad,Telangana,73.24,44.59,78.52,63.01,44.77,61.83,18,428,3887,9.08,1455,42,455,1014356384,1151,2972,2.58
IR-O-U-0195,2021,University of Jammu,Jammu,Jammu and Kashmir,49.65,17.53,72.91,45.77,32.01,42.52,66,373,4212,11.29,721,197,33,255783076,550,15637,28.43
IR-O-U-0195,2022,University of Jammu,Jammu,Jammu and Kashmir,64.90,19.12,74.83,46.63,31.92,48.03,56,398,4396,11.05,646,130,40,197923676,692,14809,21.4
IR-O-U-0195,2023,University of Jammu,Jammu,Jammu and Kashmir,59.63,21.64,74.75,50.59,31.94,47.58,63,419,4362,10.41,555,123,56,195141072,787,11094,14.1
IR-O-U-0195,2024,University of Jammu,Jammu,Jammu and Kashmir,72.95,23.43,74.91,52.72,31.63,52.33,50,322,4176,12.97,569,79,72,298855422,838,9247,11.03
IR-O-U-0195,2025,University of Jammu,Jammu,Jammu and Kashmir,71.09,24.66,78.84,52.57,32.46,53.01,51,332,4010,12.08,472,86,97,338391990,859,3912,4.55
IR-O-U-0196,2021,University of Kashmir,Srinagar,Jammu and Kashmir,60.49,19.51,77.03,50.12,25.52,46.97,48,552,8672,15.71,1221,33,84,364048918,948,20615,21.75
IR-O-U-0196,2022,University of Kashmir,Srinagar,Jammu and Kashmir,60.58,21.23,79.56,51.37,26.65,48.27,53,568,8776,15.45,1183,18,82,409105202,1208,23160,19.17
IR-O-U-0196,2023,University of Kashmir,Srinagar,Jammu and Kashmir,70.64,26.93,79.58,53.05,25.94,53.08,33,593,8289,13.98,1091,54,108,374644089,1282,14884,11.61
IR-O-U-0196,2024,University of Kashmir,Srinagar,Jammu and Kashmir,71.14,31.25,79.72,51.14,26.56,54.43,45,644,8570,13.31,1160,32,84,132519953,1201,10746,8.95
IR-O-U-0196,2025,University of Kashmir,Srinagar,Jammu and Kashmir,74.05,34.74,79.88,50.90,34.25,57.13,34,674,8914,13.23,990,14,52,124445131,1333,4970,3.73
IR-O-I-1357,2021,University of Madras,Chennai,Tamil Nadu,61.35,31.82,66.43,53.88,38.17,50.46,28,296,3105,10.49,663,164,216,228734803,745,17914,24.05
IR-O-I-1357,2022,University of Madras,Chennai,Tamil Nadu,56.58,32.35,71.30,52.41,36.91,49.86,39,282,3200,11.35,549,140,89,282233735,841,11123,13.23
IR-O-I-1357,2023,University of Madras,Chennai,Tamil Nadu,64.74,32.90,69.40,53.23,10.08,49.50,50,372,3465,9.31,439,92,180,212005920,741,7882,10.64
IR-O-I-1357,2024,University of Madras,Chennai,Tamil Nadu,69.31,38.50,65.47,53.22,42.79,55.03,39,348,3489,10.03,423,75,51,222156177,795,7707,9.69
IR-O-I-1357,2025,University of Madras,Chennai,Tamil Nadu,69.12,35.08,70.84,52.79,45.23,55.23,38,340,3384,9.95,1022,464,88,235105776,722,3205,4.44
IR-O-U-0564,2021,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,46.46,15.08,60.13,61.98,21.90,38.88,100,790,11609,14.69,28,503,24,9964261,935,21085,22.55
IR-O-U-0564,2022,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,56.69,19.48,60.48,65.01,40.39,45.49,65,847,11878,14.02,34,493,13,25603375,1667,41423,24.85
IR-O-U-0564,2023,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,58.19,28.69,60.55,67.05,42.13,49.10,52,997,12204,12.24,89,472,23,40750355,1693,33968,20.06
IR-O-U-0564,2024,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,64.11,41.19,60.62,65.76,37.33,54.02,46,999,12163,12.18,298,436,20,15693049,1237,17960,14.52
IR-O-U-0564,2025,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,62.97,45.60,60.78,65.41,31.66,54.44,45,1048,14064,13.42,292,231,27,43199371,860,5918,6.88
IR-O-U-0490,2021,Vellore Institute of Technology,Vellore,Tamil Nadu,48.43,56.83,69.94,59.38,51.16,56.63,13,2129,36502,17.15,1589,1375,105,92024003,3701,74710,20.19
IR-O-U-0490,2022,Vellore Institute of Technology,Vellore,Tamil Nadu,52.72,59.82,79.43,59.07,62.02,61.77,9,2633,38593,14.66,2901,1129,105,106344496,4892,91254,18.65
IR-O-U-0490,2023,Vellore Institute of Technology,Vellore,Tamil Nadu,55.66,63.59,80.43,62.55,61.99,64.33,8,3208,47261,14.73,2951,834,127,102504169,5000,76569,15.31
IR-O-U-0490,2024,Vellore Institute of Technology,Vellore,Tamil Nadu,61.51,61.95,79.42,61.11,57.55,64.79,10,3326,51740,15.56,3808,603,146,139337324,5000,57713,11.54
IR-O-U-0490,2025,Vellore Institute of Technology,Vellore,Tamil Nadu,60.55,59.53,83.42,60.61,58.81,64.64,14,3352,54254,16.19,4516,626,201,202868433,5000,26112,5.22
IR-O-U-0043,2021,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,49.40,15.25,60.65,56.03,18.00,38.92,97,537,7127,13.27,146,466,237,24490800,13,89,6.85
IR-O-U-0043,2022,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,52.38,18.96,59.77,56.33,28.06,41.79,95,606,7072,11.67,242,470,214,60118800,13,112,8.62
IR-O-U-0043,2023,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,54.66,25.37,59.83,62.00,32.19,45.40,75,628,7111,11.32,318,276,288,115006960,6,90,15.0
IR-O-U-0043,2024,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,61.91,24.36,63.45,64.00,34.78,48.45,72,612,7314,11.95,502,158,205,31718900,12,66,5.5
IR-O-U-0043,2025,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,65.04,21.69,66.42,69.14,38.54,50.06,70,654,8884,13.58,552,168,154,66774856,5,21,4.2
