institute_id,nirf_name,affilname,city,country,doc_count,confirmed
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Guru Jambheshwar University of Science & Technology,Hisar,India,15/25 sampled docs,yes
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Central University of Haryana,Mahendergarh,India,3/25 sampled docs,
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Guru Gobind Singh College of Pharmacy,Yamunanagar,India,1/25 sampled docs,
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Wolkite University,Wolkite,Ethiopia,1/25 sampled docs,
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Carus Laboratories Private Limited,Karnal,India,1/25 sampled docs,
IR-O-U-0366,Utkal University,Utkal University,Bhubaneswar,India,11/25 sampled docs,yes
IR-O-U-0366,Utkal University,ICAR-National Rice Research Institute,Cuttack,India,2/25 sampled docs,
IR-O-U-0366,Utkal University,Sambalpur University,Sambalpur,India,2/25 sampled docs,
IR-O-U-0366,Utkal University,Centurion University of Technology and Management,Paralakhemundi,India,2/25 sampled docs,
IR-O-U-0366,Utkal University,Odisha Biodiversity Board,Nayapalli,India,1/25 sampled docs,
IR-O-U-0555,Graphic Era University,Chandigarh University,Mohali,India,4/25 sampled docs,
IR-O-U-0555,Graphic Era University,Graphic Era (Deemed to be University),Dehradun,India,3/25 sampled docs,yes
IR-O-U-0555,Graphic Era University,Universiti Malaysia Kelantan,Bachok,Malaysia,2/25 sampled docs,
IR-O-U-0555,Graphic Era University,"Red Hat, Inc.",Raleigh,United States,1/25 sampled docs,
IR-O-U-0555,Graphic Era University,Banaras Hindu University,Varanasi,India,1/25 sampled docs,
IR-O-U-0451,Chettinad Academy of Research and Education,Chettinad Academy of Research and Education,Kelambakkam,India,13/25 sampled docs,yes
IR-O-U-0451,Chettinad Academy of Research and Education,Shoolini University,Solan,India,4/25 sampled docs,
IR-O-U-0451,Chettinad Academy of Research and Education,Maharaja Sriram Chandra Bhanja Deo University,Baripada,India,2/25 sampled docs,
IR-O-U-0451,Chettinad Academy of Research and Education,SR University,Warangal,India,1/25 sampled docs,
IR-O-U-0451,Chettinad Academy of Research and Education,Dr. M.G.R Educational and Research Institute,Chennai,India,1/25 sampled docs,
IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Vignans Foundation for Science Technology and Research University,Guntur,India,16/25 sampled docs,yes
IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Vignan’s Foundation for Science Research and Technology,Hyderabad,India,2/25 sampled docs,
IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Godavari Global University,Rajahmundry,India,1/25 sampled docs,
IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Malla Reddy University,Hyderabad,India,1/25 sampled docs,
IR-O-U-0043,"Vignan's Foundation for Science, Technology and Research",Technology and Research (Deemed to be University),Guntur,India,1/25 sampled docs,
IR-O-U-0747,Chandigarh University,Chandigarh University,Mohali,India,17/25 sampled docs,yes
IR-O-U-0747,Chandigarh University,Faculty of Medicine,Mansoura,Egypt,2/25 sampled docs,
IR-O-U-0747,Chandigarh University,The University of Jordan,Amman,Jordan,1/25 sampled docs,
IR-O-U-0747,Chandigarh University,"Postgraduate Institute of Medical Education and Research, Chandigarh",Chandigarh,India,1/25 sampled docs,
IR-O-U-0747,Chandigarh University,Tribhuvan University,Kathmandu,Nepal,1/25 sampled docs,
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,Babasaheb Bhimrao Ambedkar University,Lucknow,India,15/25 sampled docs,yes
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,Banaras Hindu University,Varanasi,India,2/25 sampled docs,
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,University of Lucknow,Lucknow,India,2/25 sampled docs,
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,University of Alberta,Edmonton,Canada,2/25 sampled docs,
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,Central University of Himachal Pradesh,Dharamshala,India,1/25 sampled docs,
IR-O-U-0147,Pandit Deendayal Petroleum University,Pandit Deendayal Energy University,Gandhinagar,India,11/25 sampled docs,yes
IR-O-U-0147,Pandit Deendayal Petroleum University,JAIN (Deemed-to-be University),Bengaluru,India,1/25 sampled docs,
IR-O-U-0147,Pandit Deendayal Petroleum University,Islamic University of Madinah,Medina,Saudi Arabia,1/25 sampled docs,
IR-O-U-0147,Pandit Deendayal Petroleum University,Parul University,Vadodara,India,1/25 sampled docs,
IR-O-U-0147,Pandit Deendayal Petroleum University,Parul Institute of Technology,Vadodara,India,1/25 sampled docs,
IR-O-U-0444,Avinashilingam Institute for Home Science and Higher Education for Women,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,India,19/25 sampled docs,yes
IR-O-U-0444,Avinashilingam Institute for Home Science and Higher Education for Women,Sri Ramachandra Institute of Higher Education and Research,Chennai,India,1/25 sampled docs,
IR-O-U-0444,Avinashilingam Institute for Home Science and Higher Education for Women,Tamil Nadu Agricultural University,Coimbatore,India,1/25 sampled docs,
IR-O-U-0444,Avinashilingam Institute for Home Science and Higher Education for Women,Tumkur University,Tumkur,India,1/25 sampled docs,
IR-O-U-0444,Avinashilingam Institute for Home Science and Higher Education for Women,Adi Shankara Institute of Engineering and Technology,Kalady,India,1/25 sampled docs,
IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Shoolini University,Solan,India,15/25 sampled docs,yes
IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,The University of Western Australia,Perth,Australia,3/25 sampled docs,
IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Taipei Medical University,Taipei,Taiwan,2/25 sampled docs,
IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Kurukshetra University,Kurukshetra,India,1/25 sampled docs,
IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Universität Kassel,Kassel,Germany,1/25 sampled docs,
IR-O-U-0143,Maharaja Sayajirao University of Baroda,The Maharaja Sayajirao University of Baroda,Vadodara,India,15/25 sampled docs,yes
IR-O-U-0143,Maharaja Sayajirao University of Baroda,"Gujarat University, Ahmedabad",Ahmedabad,India,2/25 sampled docs,
IR-O-U-0143,Maharaja Sayajirao University of Baroda,University of Aden,Aden,Yemen,1/25 sampled docs,
IR-O-U-0143,Maharaja Sayajirao University of Baroda,Parul University,Vadodara,India,1/25 sampled docs,
IR-O-U-0143,Maharaja Sayajirao University of Baroda,Changescape Consulting,New Delhi,India,1/25 sampled docs,
IR-O-U-0744,Ashoka University,Ashoka University,Sonipat,India,8/25 sampled docs,yes
IR-O-U-0744,Ashoka University,UNESCO Mahatma Gandhi Institute of Education for Peace and Sustainable Development,New Delhi,India,2/25 sampled docs,
IR-O-U-0744,Ashoka University,Indian Institute of Science Education and Research Pune,Pune,India,2/25 sampled docs,
IR-O-U-0744,Ashoka University,Organisation Mondiale de la Santé,Geneva,Switzerland,2/25 sampled docs,
IR-O-U-0744,Ashoka University,Indian Institute of Science Education and Research Mohali,Mohali,India,2/25 sampled docs,
IR-O-U-0564,University of Petroleum and Energy Studies,University of Petroleum and Energy Studies,Dehradun,India,8/25 sampled docs,yes
IR-O-U-0564,University of Petroleum and Energy Studies,Shoolini University,Solan,India,1/25 sampled docs,
IR-O-U-0564,University of Petroleum and Energy Studies,"CGC University, Mohali",Mohali,India,1/25 sampled docs,
IR-O-U-0564,University of Petroleum and Energy Studies,Delhi Technological University,New Delhi,India,1/25 sampled docs,
IR-O-U-0564,University of Petroleum and Energy Studies,Shahid Chamran University of Ahvaz,Ahvaz,Iran,1/25 sampled docs,
IR-O-U-0217,Christ University,Christ University,Bengaluru,India,16/25 sampled docs,yes
IR-O-U-0217,Christ University,Sister Nivedita University,Kolkata,India,1/25 sampled docs,
IR-O-U-0217,Christ University,HCT-Abu Dhabi Baniyas Campus,Abu Dhabi,United Arab Emirates,1/25 sampled docs,
IR-O-U-0217,Christ University,Dayananda Sagar Academy of Technology and Management,Bengaluru,India,1/25 sampled docs,
IR-O-U-0217,Christ University,Rapipay Fintech Private Limited,Noida,India,1/25 sampled docs,
IR-O-U-0311,"Krishna Institute of Medical Sciences Deemed University, Karad",Krishna Vishwa Vidyapeeth Deemed To Be University,Karad,India,3/3 sampled docs,yes
IR-O-U-0449,Central University of Tamil Nadu,Central University of Tamil Nadu,Thiruvarur,India,13/25 sampled docs,yes
IR-O-U-0449,Central University of Tamil Nadu,Tata Institute of Social Sciences,Mumbai,India,1/25 sampled docs,
IR-O-U-0449,Central University of Tamil Nadu,University of Galway,Galway,Ireland,1/25 sampled docs,
IR-O-U-0449,Central University of Tamil Nadu,Karpagam Academy of Higher Education,Coimbatore,India,1/25 sampled docs,
IR-O-U-0449,Central University of Tamil Nadu,Sikkim Manipal University,Gangtok,India,1/25 sampled docs,
IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,Dr. M.G.R Educational and Research Institute,Chennai,India,13/25 sampled docs,yes
IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,Sri Manakula Vinayagar Engineering College,Puducherry,India,2/25 sampled docs,
IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,Sri Siddhartha Academy of Higher Education,Tumkur,India,1/25 sampled docs,
IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,King Khalid University,Abha,Saudi Arabia,1/25 sampled docs,
IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,Gujarat Adani Institute of Medical Sciences,Bhuj,India,1/25 sampled docs,
IR-O-U-0541,Sharda University,Sharda University,Greater Noida,India,13/25 sampled docs,yes
IR-O-U-0541,Sharda University,Faculty of Medicine,Mansoura,Egypt,2/25 sampled docs,
IR-O-U-0541,Sharda University,Al-Ahliyya Amman University,Amman,Jordan,2/25 sampled docs,
IR-O-U-0541,Sharda University,Marwadi University,Rajkot,India,2/25 sampled docs,
IR-O-U-0541,Sharda University,INTI International University,Nilai,Malaysia,1/25 sampled docs,
IR-O-U-0248,"University of Agricultural Sciences, Bangalore","University of Agricultural Sciences, Bangalore",Bengaluru,India,18/25 sampled docs,yes
IR-O-U-0248,"University of Agricultural Sciences, Bangalore",Jawaharlal Nehru University,New Delhi,India,3/25 sampled docs,
IR-O-U-0248,"University of Agricultural Sciences, Bangalore",Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu,Jammu,India,2/25 sampled docs,
IR-O-U-0248,"University of Agricultural Sciences, Bangalore","College of Agriculture, Padannakkad",Kasaragod,India,2/25 sampled docs,
IR-O-U-0248,"University of Agricultural Sciences, Bangalore","University of Agricultural Sciences, Dharwad",Dharwad,India,1/25 sampled docs,
IR-O-U-0155,"Amity University Haryana, Gurgaon",AUH-Gurugram,Gurugram,India,2/7 sampled docs,
IR-O-U-0155,"Amity University Haryana, Gurgaon",Guru Ghasidas Vishwavidyalaya,Bilaspur,India,1/7 sampled docs,
IR-O-U-0155,"Amity University Haryana, Gurgaon",Berhampur University,Berhampur,India,1/7 sampled docs,
IR-O-U-0155,"Amity University Haryana, Gurgaon","National Institute of Pharmaceutical Education and Research, Raebareli",Lucknow,India,1/7 sampled docs,
IR-O-U-0155,"Amity University Haryana, Gurgaon",Amity University,Chennai,India,1/7 sampled docs,
IR-O-C-6379,Netaji Subhas University of Technology (NSUT),Netaji Subhas University of Technology,New Delhi,India,16/25 sampled docs,yes
IR-O-C-6379,Netaji Subhas University of Technology (NSUT),Delhi Technological University,New Delhi,India,2/25 sampled docs,
IR-O-C-6379,Netaji Subhas University of Technology (NSUT),Gujarat Technological University,Ahmedabad,India,2/25 sampled docs,
IR-O-C-6379,Netaji Subhas University of Technology (NSUT),Kisan Arts,Parola,India,1/25 sampled docs,
IR-O-C-6379,Netaji Subhas University of Technology (NSUT),Indian Institute of Management Rohtak,Rohtak,India,1/25 sampled docs,
IR-O-U-0003,Acharya Nagarjuna University,Acharya Nagarjuna University,Guntur,India,15/25 sampled docs,yes
IR-O-U-0003,Acharya Nagarjuna University,Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,India,2/25 sampled docs,
IR-O-U-0003,Acharya Nagarjuna University,"R N S Institute of Technology, Bengaluru",Bengaluru,India,1/25 sampled docs,
IR-O-U-0003,Acharya Nagarjuna University,Indian Institute of Technology Kanpur,Kanpur,India,1/25 sampled docs,
IR-O-U-0003,Acharya Nagarjuna University,C R Rao AIMSCS,Hyderabad,India,1/25 sampled docs,
IR-O-U-0749,"Manipal University, Jaipur",Manipal University Jaipur,Jaipur,India,21/25 sampled docs,yes
IR-O-U-0749,"Manipal University, Jaipur",Christ University,Bengaluru,India,1/25 sampled docs,
IR-O-U-0749,"Manipal University, Jaipur","Indian Institute of Information Technology, Allahabad",Prayagraj,India,1/25 sampled docs,
IR-O-U-0749,"Manipal University, Jaipur",Sharda University,Greater Noida,India,1/25 sampled docs,
IR-O-U-0749,"Manipal University, Jaipur",King Fahd University of Petroleum and Minerals,Dhahran,Saudi Arabia,1/25 sampled docs,
IR-O-U-0384,Sant Longowal Institute of Engineering and Technology,Sant Longowal Institute of Engineering and Technology,Longowal,India,15/25 sampled docs,yes
IR-O-U-0384,Sant Longowal Institute of Engineering and Technology,Lovely Professional University,Phagwara,India,1/25 sampled docs,
IR-O-U-0384,Sant Longowal Institute of Engineering and Technology,Bhai Gurdas Institute of Engineering and Technology,Sangrur,India,1/25 sampled docs,
IR-O-U-0384,Sant Longowal Institute of Engineering and Technology,National Institute of Food Technology Entrepreneurship and Management,Sonipat,India,1/25 sampled docs,
IR-O-U-0384,Sant Longowal Institute of Engineering and Technology,National Forensic Sciences University,Gandhinagar,India,1/25 sampled docs,
IR-O-U-0373,Chitkara  University,"Chitkara University, Punjab",Rajpura,India,5/25 sampled docs,yes
IR-O-U-0373,Chitkara  University,Chennai Institute of Technology,Chennai,India,1/25 sampled docs,
IR-O-U-0373,Chitkara  University,Al-Ahliyya Amman University,Amman,Jordan,1/25 sampled docs,
IR-O-U-0373,Chitkara  University,Northern Technical University,Mosul,Iraq,1/25 sampled docs,
IR-O-U-0373,Chitkara  University,University of Tabuk,Tabuk,Saudi Arabia,1/25 sampled docs,
IR-O-U-0169,Manav Rachna International Institute of Research and Studies,Manav Rachna International Institute of Research and Studies,Faridabad,India,15/25 sampled docs,yes
IR-O-U-0169,Manav Rachna International Institute of Research and Studies,Koneru Lakshmaiah Education Foundation,Vaddeswaram,India,1/25 sampled docs,
IR-O-U-0169,Manav Rachna International Institute of Research and Studies,Marri Laxman Reddy Institute of Technology and Management,Hyderabad,India,1/25 sampled docs,
IR-O-U-0169,Manav Rachna International Institute of Research and Studies,Centurion University of Technology and Management,Paralakhemundi,India,1/25 sampled docs,
IR-O-U-0169,Manav Rachna International Institute of Research and Studies,Rangaraya Medical College,Kakinada,India,1/25 sampled docs,
IR-O-U-0739,Madan Mohan Malaviya University of Technology,Madan Mohan Malaviya University of Technology,Gorakhpur,India,14/25 sampled docs,yes
IR-O-U-0739,Madan Mohan Malaviya University of Technology,Dr. Shakuntala Misra National Rehabilitation University,Lucknow,India,2/25 sampled docs,
IR-O-U-0739,Madan Mohan Malaviya University of Technology,Noida Institute of Engineering & Technology,Greater Noida,India,1/25 sampled docs,
IR-O-U-0739,Madan Mohan Malaviya University of Technology,Bennett University,Greater Noida,India,1/25 sampled docs,
IR-O-U-0739,Madan Mohan Malaviya University of Technology,Rajkiya Engineering College Ambedkar Nagar,Ambedkar Nagar,India,1/25 sampled docs,
IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,India,14/25 sampled docs,yes
IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Saveetha Engineering College,Chennai,India,2/25 sampled docs,
IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Amrita Vishwa Vidyapeetham,Coimbatore,India,1/25 sampled docs,
IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Parul Institute of Engineering and Technology,Vadodara,India,1/25 sampled docs,
IR-O-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Sri Ramachandra Institute of Higher Education and Research,Chennai,India,1/25 sampled docs,
IR-O-U-0524,University of Lucknow,University of Lucknow,Lucknow,India,14/25 sampled docs,yes
IR-O-U-0524,University of Lucknow,Babasaheb Bhimrao Ambedkar University,Lucknow,India,2/25 sampled docs,
IR-O-U-0524,University of Lucknow,Chhatrapati Shahu Ji Maharaj University,Kanpur,India,2/25 sampled docs,
IR-O-U-0524,University of Lucknow,"SRM Institute of Science and Technology, NCR Campus",Ghaziabad,India,1/25 sampled docs,
IR-O-U-0524,University of Lucknow,Sichuan University of Science & Engineering,Zigong,China,1/25 sampled docs,
IR-O-U-0101,Indian Agricultural Research Institute,"ICAR - Indian Agricultural Research Institute, New Delhi",New Delhi,India,20/25 sampled docs,yes
IR-O-U-0101,Indian Agricultural Research Institute,Indian Council of Agricultural Research,New Delhi,India,1/25 sampled docs,
IR-O-U-0101,Indian Agricultural Research Institute,"ICAR - Indian Institute of Horticultural Research, Bengaluru",Bengaluru,India,1/25 sampled docs,
IR-O-U-0101,Indian Agricultural Research Institute,"ICAR - National Bureau of Agricultural Insect Resources, Bengaluru",Bengaluru,India,1/25 sampled docs,
IR-O-U-0101,Indian Agricultural Research Institute,Parul University,Vadodara,India,1/25 sampled docs,
IR-O-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,Srinagar,India,16/25 sampled docs,yes
IR-O-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,"Central Sericultural Research & Training Institute, Pampore",Pampore,India,3/25 sampled docs,
IR-O-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,Sardar Vallabhbhai Patel University of Agriculture & Technology,Meerut,India,1/25 sampled docs,
IR-O-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,Lovely Professional University,Phagwara,India,1/25 sampled docs,
IR-O-U-0200,Sher-e-Kashmir University of Agricultural Science and Technology of Kashmir,U.P. Pandit Deen Dayal Upadhyaya pashu Chikitsa Vigyan Vishwavidyalaya Evam Go Anusandhan Sansthan,Mathura,India,1/25 sampled docs,
IR-O-U-0017,Jawaharlal Nehru Technological University,Jawaharlal Nehru Technological University Hyderabad,Hyderabad,India,8/25 sampled docs,yes
IR-O-U-0017,Jawaharlal Nehru Technological University,"Jawaharlal Nehru Technological University, Kakinada",Kakinada,India,6/25 sampled docs,
IR-O-U-0017,Jawaharlal Nehru Technological University,Jawaharlal Nehru Technological University Anantapur,Anantapur,India,5/25 sampled docs,
IR-O-U-0017,Jawaharlal Nehru Technological University,"University College of Engineering, Hyderabad",Hyderabad,India,2/25 sampled docs,
IR-O-U-0017,Jawaharlal Nehru Technological University,Government Polytechnic,Guntakal,India,2/25 sampled docs,
IR-O-U-0392,Central University of Rajasthan,Central University of Rajasthan,Ajmer,India,19/25 sampled docs,yes
IR-O-U-0392,Central University of Rajasthan,University of Hafr Al-Batin,Hafar al Batin,Saudi Arabia,1/25 sampled docs,
IR-O-U-0392,Central University of Rajasthan,The LNM Institute of Information Technology,Jaipur,India,1/25 sampled docs,
IR-O-U-0392,Central University of Rajasthan,National Institute of Technology Manipur,Imphal,India,1/25 sampled docs,
IR-O-U-0392,Central University of Rajasthan,St. Joseph's College of Engineering,Chennai,India,1/25 sampled docs,
IR-O-U-0105,Indraprastha Institute of Information Technology,"Indraprastha Institute of Information Technology, Delhi",New Delhi,India,15/25 sampled docs,yes
IR-O-U-0105,Indraprastha Institute of Information Technology,Indian Institute of Technology Delhi,New Delhi,India,2/25 sampled docs,
IR-O-U-0105,Indraprastha Institute of Information Technology,Zentrum für Regenerative Therapien Dresden,Dresden,Germany,1/25 sampled docs,
IR-O-U-0105,Indraprastha Institute of Information Technology,Institute for Stem Cell Science and Regenerative Medicine,Bengaluru,India,1/25 sampled docs,
IR-O-U-0105,Indraprastha Institute of Information Technology,Charles University,Prague,Czech Republic,1/25 sampled docs,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,"Shri Vile Parle Kelvani Mandal's Narsee Monjee Institute of Management Studies (Deemed to be University), Mumbai",Mumbai,India,"MANUAL FIX -- straight apostrophe (original used curly ’, suspected cause of 0 results)",
IR-O-U-0262,"Mahatma Gandhi University, Kottayam",Mahatma Gandhi University,Kottayam,India,"MANUAL FIX -- external tracker shows 6.7K total pubs for this institution; original confirmed name (with "", Kerala"" appended) returned near-zero, suggesting it matched only a rare address variant",yes
IR-O-U-0487,Tamil Nadu Veterinary and Animal Sciences University,Tamil Nadu Veterinary and Animal Sciences University,Chennai,India,"NEEDS LIVE TEST -- current confirmed name (""Tamilnadu Veterinary Animal Sciences University"", missing ""and"") returned 0 docs. Also consider that this institution may publish mostly under its constituent colleges (Madras Veterinary College, Veterinary College and Research Institute Namakkal/Tirunelveli) rather than the parent university name.",
IR-O-U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Padmashree Dr. D Y Patil University,Navi Mumbai,India,"NEEDS LIVE TEST -- this is a DIFFERENT entity from the other D.Y. Patil institute_id (IR-O-I-1110, Pune) already confirmed. This one is the Navi Mumbai campus, commonly branded ""Padmashree Dr. D Y Patil University"" -- unverified against live Scopus.",
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,NMIMS University,Mumbai,India,VERIFIED live -- 146 results for PUBYEAR=2023 (short form works; full legal name variants did not),yes
IR-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Tamil Nadu Veterinary and Animal Sciences University,Chennai,India,VERIFIED live -- 136 results for PUBYEAR=2023,yes
IR-O-U-0155,"Amity University Haryana, Gurgaon",Amity University Haryana,Gurugram,India,VERIFIED live -- 260 results for PUBYEAR=2023,yes
