institute_id,nirf_name,affilname,city,country,doc_count,confirmed
IR-O-U-0220,"Indian Institute of Science, Bengaluru",Indian Institute of Science,Bengaluru,India,13/25 sampled docs,yes
IR-O-U-0220,"Indian Institute of Science, Bengaluru",Indian Institute of Technology Madras,Chennai,India,2/25 sampled docs,
IR-O-U-0220,"Indian Institute of Science, Bengaluru",Indian Institute of Technology Delhi,New Delhi,India,2/25 sampled docs,
IR-O-U-0220,"Indian Institute of Science, Bengaluru",National Institute of Technology Karnataka,Mangalore,India,1/25 sampled docs,
IR-O-U-0220,"Indian Institute of Science, Bengaluru",Bangalore University,Bengaluru,India,1/25 sampled docs,
IR-O-U-0109,Jawaharlal Nehru University,Jawaharlal Nehru University,New Delhi,India,21/25 sampled docs,yes
IR-O-U-0109,Jawaharlal Nehru University,Manipur University,Imphal,India,1/25 sampled docs,
IR-O-U-0109,Jawaharlal Nehru University,Banaras Hindu University,Varanasi,India,1/25 sampled docs,
IR-O-U-0109,Jawaharlal Nehru University,Eesti Maaülikool,Tartu,Estonia,1/25 sampled docs,
IR-O-U-0109,Jawaharlal Nehru University,Goethe-Universität Frankfurt am Main,Frankfurt am Main,Germany,1/25 sampled docs,
IR-O-U-0500,Banaras Hindu University,Banaras Hindu University,Varanasi,India,17/25 sampled docs,yes
IR-O-U-0500,Banaras Hindu University,Indian Institute of Technology Madras,Chennai,India,1/25 sampled docs,
IR-O-U-0500,Banaras Hindu University,National Institute of Technology Kurukshetra,Kurukshetra,India,1/25 sampled docs,
IR-O-U-0500,Banaras Hindu University,Indian Institute of Technology (BHU) Varanasi,Varanasi,India,1/25 sampled docs,
IR-O-U-0500,Banaras Hindu University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,India,1/25 sampled docs,
IR-O-U-0042,University of Hyderabad,University of Hyderabad,Hyderabad,India,16/25 sampled docs,yes
IR-O-U-0042,University of Hyderabad,"Tata Institute of Fundamental Research, Mumbai",Mumbai,India,1/25 sampled docs,
IR-O-U-0042,University of Hyderabad,Indira Gandhi National Open University,New Delhi,India,1/25 sampled docs,
IR-O-U-0042,University of Hyderabad,Fakir Mohan University,Balasore,India,1/25 sampled docs,
IR-O-U-0042,University of Hyderabad,International Institute for Population Sciences,Mumbai,India,1/25 sampled docs,
IR-O-U-0570,Calcutta University,University of Calcutta,Kolkata,India,11/25 sampled docs,yes
IR-O-U-0570,Calcutta University,"St. Xavier's College, Kolkata",Kolkata,India,2/25 sampled docs,
IR-O-U-0570,Calcutta University,Imam Mohammad Ibn Saud Islamic University,Riyadh,Saudi Arabia,2/25 sampled docs,
IR-O-U-0570,Calcutta University,École Normale Supèrieure d'Enseignement Technologique de Skikda,Skikda,Algeria,2/25 sampled docs,
IR-O-U-0570,Calcutta University,Aligarh Muslim University,Aligarh,India,1/25 sampled docs,
IR-O-U-0575,Jadavpur University,Jadavpur University,Kolkata,India,16/25 sampled docs,yes
IR-O-U-0575,Jadavpur University,Central Glass and Ceramic Research Institute India,Kolkata,India,2/25 sampled docs,
IR-O-U-0575,Jadavpur University,University of Engineering & Management Kolkata,Kolkata,India,1/25 sampled docs,
IR-O-U-0575,Jadavpur University,Vidyasagar University,Purba Midnapore,India,1/25 sampled docs,
IR-O-U-0575,Jadavpur University,"Techno India University, West Bengal",Kolkata,India,1/25 sampled docs,
IR-O-U-0439,Anna University,Anna University,Chennai,India,11/25 sampled docs,yes
IR-O-U-0439,Anna University,Madras Institute of Technology,Chennai,India,8/25 sampled docs,
IR-O-U-0439,Anna University,"Anna University of Technology, Tiruchirappalli",Tiruchirappalli,India,2/25 sampled docs,
IR-O-U-0439,Anna University,"University College of Engineering, Dindigul",Dindigul,India,1/25 sampled docs,
IR-O-U-0439,Anna University,Sri Ramakrishna Institute of Technology,Coimbatore,India,1/25 sampled docs,
IR-O-U-0436,Amrita Vishwa Vidyapeetham,"Amrita University, Amritapuri Campus",Kollam,India,10/25 sampled docs,
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Amrita Vishwa Vidyapeetham,Coimbatore,India,4/25 sampled docs,yes
IR-O-U-0436,Amrita Vishwa Vidyapeetham,"Amrita School of Engineering, Coimbatore",Coimbatore,India,3/25 sampled docs,
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Amrita School of Business,Coimbatore,India,2/25 sampled docs,
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Sister Nivedita University,Kolkata,India,1/25 sampled docs,
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal",Manipal Institute of Technology,Manipal,India,4/25 sampled docs,
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal","Kasturba Medical College, Manipal",Manipal,India,3/25 sampled docs,
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal",Manipal Academy of Higher Education,Manipal,India,2/25 sampled docs,yes
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal",National Institute of Mental Health and Neuro Sciences,Bengaluru,India,2/25 sampled docs,
IR-O-U-0234,"Manipal Academy of Higher Education, Manipal","Manipal College of Dental Sciences, Manipal",Manipal,India,1/25 sampled docs,
IR-O-U-0323,Savitribai Phule Pune University,Savitribai Phule Pune University,Pune,India,18/25 sampled docs,yes
IR-O-U-0323,Savitribai Phule Pune University,Vikrant University Gwalior,Gwalior,India,1/25 sampled docs,
IR-O-U-0323,Savitribai Phule Pune University,"Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,India,1/25 sampled docs,
IR-O-U-0323,Savitribai Phule Pune University,SNJB's KKHA Arts,Commerce,India,1/25 sampled docs,
IR-O-U-0323,Savitribai Phule Pune University,K.R.T. Arts,Nashik,India,1/25 sampled docs,
IR-O-U-0496,Aligarh Muslim University,Aligarh Muslim University,Aligarh,India,16/25 sampled docs,yes
IR-O-U-0496,Aligarh Muslim University,Zakir Husain College of Engineering and Technology,Aligarh,India,3/25 sampled docs,
IR-O-U-0496,Aligarh Muslim University,Indian Institute of Technology Ropar,Rupnagar,India,2/25 sampled docs,
IR-O-U-0496,Aligarh Muslim University,Universitas Muhammadiyah Yogyakarta,Yogyakarta,Indonesia,1/25 sampled docs,
IR-O-U-0496,Aligarh Muslim University,University of Kashmir,Srinagar,India,1/25 sampled docs,
IR-O-U-0108,"Jamia Millia Islamia, New Delhi",Jamia Millia Islamia,New Delhi,India,15/25 sampled docs,yes
IR-O-U-0108,"Jamia Millia Islamia, New Delhi",Hansraj College,New Delhi,India,1/25 sampled docs,
IR-O-U-0108,"Jamia Millia Islamia, New Delhi",University of Washington School of Medicine,Seattle,United States,1/25 sampled docs,
IR-O-U-0108,"Jamia Millia Islamia, New Delhi",Institute for Health Metrics and Evaluation,Seattle,United States,1/25 sampled docs,
IR-O-U-0108,"Jamia Millia Islamia, New Delhi",Udai Pratap Autonomous College,Varanasi,India,1/25 sampled docs,
IR-O-U-0120,University of Delhi,University of Delhi,New Delhi,India,7/25 sampled docs,yes
IR-O-U-0120,University of Delhi,Jawaharlal Nehru University,New Delhi,India,3/25 sampled docs,
IR-O-U-0120,University of Delhi,Dr. B.R. Ambedkar Center for Biomedical Research,New Delhi,India,2/25 sampled docs,
IR-O-U-0120,University of Delhi,Maitreyi College,New Delhi,India,2/25 sampled docs,
IR-O-U-0120,University of Delhi,Banaras Hindu University,Varanasi,India,2/25 sampled docs,
IR-O-U-0447,Bharathiar University,Bharathiar University,Coimbatore,India,17/25 sampled docs,yes
IR-O-U-0447,Bharathiar University,Periyar University,Salem,India,2/25 sampled docs,
IR-O-U-0447,Bharathiar University,Jiangsu University of Science and Technology,Zhenjiang,China,1/25 sampled docs,
IR-O-U-0447,Bharathiar University,Jeju National University,Jeju,South Korea,1/25 sampled docs,
IR-O-U-0447,Bharathiar University,Sri Ramakrishna Institute of Technology,Coimbatore,India,1/25 sampled docs,
IR-O-U-0308,Institute of Chemical Technology,Indian Institute of Chemical Technology,Hyderabad,India,3/25 sampled docs,
IR-O-U-0308,Institute of Chemical Technology,Politechnika Poznanska,Poznan,Poland,3/25 sampled docs,
IR-O-U-0308,Institute of Chemical Technology,Institute of Chemical Technology,Mumbai,India,2/25 sampled docs,yes
IR-O-U-0308,Institute of Chemical Technology,Chungnam National University,Daejeon,South Korea,2/25 sampled docs,
IR-O-U-0308,Institute of Chemical Technology,Jiangnan University,Wuxi,China,2/25 sampled docs,
IR-O-U-0006,"Andhra University, Visakhapatnam",Andhra University,Visakhapatnam,India,10/25 sampled docs,yes
IR-O-U-0006,"Andhra University, Visakhapatnam",Andhra University College of Engineering,Visakhapatnam,India,3/25 sampled docs,
IR-O-U-0006,"Andhra University, Visakhapatnam","Sri Sivani College of Pharmacy, Srikakulam",Srikakulam,India,1/25 sampled docs,
IR-O-U-0006,"Andhra University, Visakhapatnam",AVN Institute of Engineering & Technology,Hyderabad,India,1/25 sampled docs,
IR-O-U-0006,"Andhra University, Visakhapatnam",Gandhi Institute of Technology and Management (GITAM),Visakhapatnam,India,1/25 sampled docs,
IR-O-U-0304,Homi Bhabha National Institute,Homi Bhabha National Institute,Mumbai,India,13/25 sampled docs,yes
IR-O-U-0304,Homi Bhabha National Institute,Bhabha Atomic Research Centre,Mumbai,India,5/25 sampled docs,
IR-O-U-0304,Homi Bhabha National Institute,Indira Gandhi Centre for Atomic Research,Kalpakkam,India,4/25 sampled docs,
IR-O-U-0304,Homi Bhabha National Institute,Raja Ramanna Centre for Advanced Technology,Indore,India,2/25 sampled docs,
IR-O-U-0304,Homi Bhabha National Institute,Variable Energy Cyclotron Centre India,Kolkata,India,2/25 sampled docs,
IR-O-U-0107,Jamia Hamdard,Jamia Hamdard,New Delhi,India,13/25 sampled docs,yes
IR-O-U-0107,Jamia Hamdard,Nims University Rajasthan,Jaipur,India,1/25 sampled docs,
IR-O-U-0107,Jamia Hamdard,ICMR–National Institute of Nutrition,Hyderabad,India,1/25 sampled docs,
IR-O-U-0107,Jamia Hamdard,"ICAR - National Bureau of Plant Genetic Resources, New Delhi",New Delhi,India,1/25 sampled docs,
IR-O-U-0107,Jamia Hamdard,School of Pharmaceutical Education and Research,Jamia Hamdard,India,1/25 sampled docs,
IR-O-U-0490,Vellore Institute of Technology,Vellore Institute of Technology,Vellore,India,13/25 sampled docs,yes
IR-O-U-0490,Vellore Institute of Technology,"Vellore Institute of Technology, Chennai",Chennai,India,7/25 sampled docs,
IR-O-U-0490,Vellore Institute of Technology,Universität Trier,Trier,Germany,2/25 sampled docs,
IR-O-U-0490,Vellore Institute of Technology,CVR College of Engineering,Ibrahimpatnam,India,1/25 sampled docs,
IR-O-U-0490,Vellore Institute of Technology,Indian Institute of Technology Madras,Chennai,India,1/25 sampled docs,
IR-O-I-1357,University of Madras,University of Madras,Chennai,India,11/25 sampled docs,yes
IR-O-I-1357,University of Madras,Saveetha School of Engineering,Chennai,India,1/25 sampled docs,
IR-O-I-1357,University of Madras,Mother Teresa Women's University,Kodaikanal,India,1/25 sampled docs,
IR-O-I-1357,University of Madras,Diamond Harbour Women's University,Sarisa,India,1/25 sampled docs,
IR-O-I-1357,University of Madras,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa,1/25 sampled docs,
IR-O-U-0078,Panjab University,Panjab University,Chandigarh,India,17/25 sampled docs,yes
IR-O-U-0078,Panjab University,University Institute of Engineering and Technology,Chandigarh,India,3/25 sampled docs,
IR-O-U-0078,Panjab University,University Institute of Pharmaceutical Sciences,Chandigarh,India,2/25 sampled docs,
IR-O-U-0078,Panjab University,"Vels Institute of Science, Technology & Advanced Studies",Chennai,India,1/25 sampled docs,
IR-O-U-0078,Panjab University,Univerzita Komenského v Bratislave,Bratislava,Slovakia,1/25 sampled docs,
IR-O-U-0260,Kerala University,Kerala University of Fisheries and Ocean Studies,Kochi,India,6/25 sampled docs,
IR-O-U-0260,Kerala University,Kerala University of Health Sciences,Thrissur,India,3/25 sampled docs,
IR-O-U-0260,Kerala University,Princess Nourah Bint Abdulrahman University,Riyadh,Saudi Arabia,2/25 sampled docs,
IR-O-U-0260,Kerala University,Cochin University of Science and Technology,Kochi,India,2/25 sampled docs,
IR-O-U-0260,Kerala University,Geological Survey of India,Kolkata,India,2/25 sampled docs,
IR-O-U-0391,"Birla Institute of Technology and Science, Pilani","Birla Institute of Technology and Science, Pilani",Pilani,India,15/25 sampled docs,yes
IR-O-U-0391,"Birla Institute of Technology and Science, Pilani","Birla Institute of Technology and Science, Pilani – Dubai Campus",Dubai,United Arab Emirates,3/25 sampled docs,
IR-O-U-0391,"Birla Institute of Technology and Science, Pilani",Universidad Pedagógica y Tecnológica de Colombia,Tunja,Colombia,1/25 sampled docs,
IR-O-U-0391,"Birla Institute of Technology and Science, Pilani",Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,India,1/25 sampled docs,
IR-O-U-0391,"Birla Institute of Technology and Science, Pilani",University of Science and Technology of China,Hefei,China,1/25 sampled docs,
IR-O-U-0363,Siksha `O` Anusandhan,Siksha O Anusandhan (Deemed to be University),Bhubaneswar,India,19/25 sampled docs,yes
IR-O-U-0363,Siksha `O` Anusandhan,Al-Ahliyya Amman University,Amman,Jordan,3/25 sampled docs,
IR-O-U-0363,Siksha `O` Anusandhan,National Productivity Council India,New Delhi,India,1/25 sampled docs,
IR-O-U-0363,Siksha `O` Anusandhan,The University of Jordan,Amman,Jordan,1/25 sampled docs,
IR-O-U-0363,Siksha `O` Anusandhan,Faculty of Medicine,Mansoura,Egypt,1/25 sampled docs,
IR-O-U-0523,King George`s Medical University,King George's Medical University,Lucknow,India,12/25 sampled docs,yes
IR-O-U-0523,King George`s Medical University,University of Lucknow,Lucknow,India,3/25 sampled docs,
IR-O-U-0523,King George`s Medical University,Amity University,Noida,India,1/25 sampled docs,
IR-O-U-0523,King George`s Medical University,Indian Institute of Technology Patna,Patna,India,1/25 sampled docs,
IR-O-U-0523,King George`s Medical University,The University of Hong Kong,Hong Kong,Hong Kong,1/25 sampled docs,
IR-O-U-0027,Osmania University,Osmania University,Hyderabad,India,9/25 sampled docs,yes
IR-O-U-0027,Osmania University,"University College of Science, Saifabad",Hyderabad,India,4/25 sampled docs,
IR-O-U-0027,Osmania University,Koneru Lakshmaiah Education Foundation,Vaddeswaram,India,2/25 sampled docs,
IR-O-U-0027,Osmania University,University of Central Lancashire,Preston,United Kingdom,1/25 sampled docs,
IR-O-U-0027,Osmania University,"Dubai eGovernment, Dubai Police",Dubai,United Arab Emirates,1/25 sampled docs,
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Thapar Institute of Engineering & Technology,Patiala,India,14/25 sampled docs,yes
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),"Faculty of Computing and Information Technology, King Abdulaziz University",Jeddah,Saudi Arabia,2/25 sampled docs,
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Chandigarh University,Mohali,India,1/25 sampled docs,
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Universiti Kuala Lumpur,Kuala Lumpur,Malaysia,1/25 sampled docs,
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Amity University,Noida,India,1/25 sampled docs,
IR-O-U-0435,Alagappa University,Alagappa University,Karaikudi,India,16/25 sampled docs,yes
IR-O-U-0435,Alagappa University,National Taipei University of Technology,Taipei,Taiwan,1/25 sampled docs,
IR-O-U-0435,Alagappa University,Ming Chi University of Technology,New Taipei City,Taiwan,1/25 sampled docs,
IR-O-U-0435,Alagappa University,Karpagam Academy of Higher Education,Coimbatore,India,1/25 sampled docs,
IR-O-U-0435,Alagappa University,"National College, Tiruchirappalli",Tiruchirappalli,India,1/25 sampled docs,
IR-O-U-0056,Tezpur University,Tezpur University,Tezpur,India,23/25 sampled docs,yes
IR-O-U-0056,Tezpur University,Rajiv Gandhi Institute of Petroleum Technology,Amethi,India,1/25 sampled docs,
IR-O-U-0056,Tezpur University,Jorhat Engineering College,Jorhat,India,1/25 sampled docs,
IR-O-U-0056,Tezpur University,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,Nagaon,India,1/25 sampled docs,
IR-O-U-0262,"Mahatma Gandhi University, Kottayam","Mahatma Gandhi University, Kerala",Kottayam,India,15/25 sampled docs,
IR-O-U-0262,"Mahatma Gandhi University, Kottayam",National Institute of Technology Silchar,Silchar,India,2/25 sampled docs,
IR-O-U-0262,"Mahatma Gandhi University, Kottayam","Amrita University, Amritapuri Campus",Kollam,India,2/25 sampled docs,
IR-O-U-0262,"Mahatma Gandhi University, Kottayam",Coimbatore Institute of Technology,Coimbatore,India,1/25 sampled docs,
IR-O-U-0262,"Mahatma Gandhi University, Kottayam",CMS College Kottayam,Kottayam,India,1/25 sampled docs,
IR-O-U-0356,Kalinga Institute of Industrial Technology,"Kalinga Institute of Industrial Technology, Bhubaneswar",Bhubaneswar,India,14/25 sampled docs,yes
IR-O-U-0356,Kalinga Institute of Industrial Technology,Jadavpur University,Kolkata,India,1/25 sampled docs,
IR-O-U-0356,Kalinga Institute of Industrial Technology,National Institute of Technology Rourkela,Rourkela,India,1/25 sampled docs,
IR-O-U-0356,Kalinga Institute of Industrial Technology,Qaiwan International University,Sulaymaniyah,Iran,1/25 sampled docs,
IR-O-U-0356,Kalinga Institute of Industrial Technology,SR University,Warangal,India,1/25 sampled docs,
IR-O-U-0473,S. R. M. Institute of Science and Technology,SRM Institute of Science and Technology,Kattankulathur,India,12/25 sampled docs,yes
IR-O-U-0473,S. R. M. Institute of Science and Technology,SRM Institute of Science and Technology,Chennai,India,2/25 sampled docs,
IR-O-U-0473,S. R. M. Institute of Science and Technology,"Dongguk University, Seoul",Seoul,South Korea,2/25 sampled docs,
IR-O-U-0473,S. R. M. Institute of Science and Technology,"Vels Institute of Science, Technology & Advanced Studies",Chennai,India,1/25 sampled docs,
IR-O-U-0473,S. R. M. Institute of Science and Technology,S.R.M Institute of Science and Technology,,India,1/25 sampled docs,
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Sri Ramachandra Institute of Higher Education and Research,Chennai,India,25/25 sampled docs,yes
IR-O-U-0222,JSS Academy of Higher Education and Research,"JSS College of Pharmacy, Mysore",Mysore,India,6/25 sampled docs,
IR-O-U-0222,JSS Academy of Higher Education and Research,JSS Academy of Higher Education & Research,Mysore,India,4/25 sampled docs,yes
IR-O-U-0222,JSS Academy of Higher Education and Research,"JSS Medical College & Hospital, Mysuru",Mysore,India,2/25 sampled docs,
IR-O-U-0222,JSS Academy of Higher Education and Research,"School of Life Sciences, Mysuru",Mysore,India,2/25 sampled docs,
IR-O-U-0222,JSS Academy of Higher Education and Research,"JSS College of Pharmacy, Ooty",Ooty,India,2/25 sampled docs,
IR-O-U-0331,Tata Institute of Social Sciences,Tata Institute of Social Sciences,Mumbai,India,16/25 sampled docs,yes
IR-O-U-0331,Tata Institute of Social Sciences,Banaras Hindu University,Varanasi,India,2/25 sampled docs,
IR-O-U-0331,Tata Institute of Social Sciences,International Institute for Population Sciences,Mumbai,India,1/25 sampled docs,
IR-O-U-0331,Tata Institute of Social Sciences,National Institute of Technology Raipur,Raipur,India,1/25 sampled docs,
IR-O-U-0331,Tata Institute of Social Sciences,Indian Institute of Science Education and Research Bhopal,Bhopal,India,1/25 sampled docs,
IR-O-U-0446,Bharath Institute of Higher Education and Research,Bharath Institute of Higher Education and Research,Chennai,India,12/25 sampled docs,yes
IR-O-U-0446,Bharath Institute of Higher Education and Research,Sree Balaji Dental College & Hospital,Chennai,India,3/25 sampled docs,
IR-O-U-0446,Bharath Institute of Higher Education and Research,Sree Balaji Medical College & Hospital,Chennai,India,2/25 sampled docs,
IR-O-U-0446,Bharath Institute of Higher Education and Research,Scott Christian College,Nagercoil,India,1/25 sampled docs,
IR-O-U-0446,Bharath Institute of Higher Education and Research,Sri Lakshmi Narayana Institute of Medical Sciences,Puducherry,India,1/25 sampled docs,
IR-O-U-0589,Visva Bharati,Visva-Bharati University,Santiniketan,India,12/25 sampled docs,yes
IR-O-U-0589,Visva Bharati,Manipur University,Imphal,India,1/25 sampled docs,
IR-O-U-0589,Visva Bharati,Diamond Harbour Women's University,Sarisa,India,1/25 sampled docs,
IR-O-U-0589,Visva Bharati,Homi Bhabha National Institute,Mumbai,India,1/25 sampled docs,
IR-O-U-0589,Visva Bharati,Variable Energy Cyclotron Centre India,Kolkata,India,1/25 sampled docs,
IR-O-U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",NOT FOUND -- search manually,,,,
IR-O-U-0341,North Eastern Hill University,North-Eastern Hill University,Shillong,India,14/25 sampled docs,yes
IR-O-U-0341,North Eastern Hill University,Vellore Institute of Technology,Vellore,India,1/25 sampled docs,
IR-O-U-0341,North Eastern Hill University,Kyushu University,Fukuoka,Japan,1/25 sampled docs,
IR-O-U-0341,North Eastern Hill University,University of Kalyani,Kalyani,India,1/25 sampled docs,
IR-O-U-0341,North Eastern Hill University,Institute of Bioresources and Sustainable Development,Imphal,India,1/25 sampled docs,
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,SASTRA Deemed University,Thanjavur,India,21/25 sampled docs,yes
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,Institute for Stem Cell Science and Regenerative Medicine,Bengaluru,India,4/25 sampled docs,
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,Shiv Nadar Institution of Eminence deemed to be University,Greater Noida,India,3/25 sampled docs,
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,Manipal Academy of Higher Education,Manipal,India,2/25 sampled docs,
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,Institute for Stem Cell Science and Regenerative Medicine (inStem),Bengaluru,India,2/25 sampled docs,
IR-O-U-0474,Sathyabama Institute of Science and Technology,Sathyabama Institute of Science and Technology,Chennai,India,16/25 sampled docs,yes
IR-O-U-0474,Sathyabama Institute of Science and Technology,The University of Jordan,Amman,Jordan,1/25 sampled docs,
IR-O-U-0474,Sathyabama Institute of Science and Technology,Al-Ahliyya Amman University,Amman,Jordan,1/25 sampled docs,
IR-O-U-0474,Sathyabama Institute of Science and Technology,SRM Institute of Science and Technology,Kattankulathur,India,1/25 sampled docs,
IR-O-U-0474,Sathyabama Institute of Science and Technology,Scientific Food Testing Services Pvt. Ltd.,Chennai,India,1/25 sampled docs,
IR-O-U-0052,Gauhati University,Gauhati University,Guwahati,India,23/25 sampled docs,yes
IR-O-U-0052,Gauhati University,National Institute of Technology Silchar,Silchar,India,1/25 sampled docs,
IR-O-U-0052,Gauhati University,Nowgong Girls’ College,Nagaon,India,1/25 sampled docs,
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Saveetha School of Engineering,Chennai,India,4/25 sampled docs,yes
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Saveetha College of Pharmacy,Chennai,India,2/25 sampled docs,
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Saveetha Dental College And Hospitals,Chennai,India,2/25 sampled docs,
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Dhanalakshmi Srinivasan University,Tiruchirappalli,India,1/25 sampled docs,
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Scott Christian College,Nagercoil,India,1/25 sampled docs,
IR-O-U-0485,Tamil Nadu Agricultural University,Tamil Nadu Agricultural University,Coimbatore,India,21/25 sampled docs,yes
IR-O-U-0485,Tamil Nadu Agricultural University,"Agricultural College and Research Institute, Madurai",Madurai,India,2/25 sampled docs,
IR-O-U-0485,Tamil Nadu Agricultural University,AVRDC - The World Vegetable Center,Tainan,Taiwan,1/25 sampled docs,
IR-O-U-0485,Tamil Nadu Agricultural University,Annamalai University,Chidambaram,India,1/25 sampled docs,
IR-O-U-0463,Madurai Kamaraj University,Madurai Kamaraj University,Madurai,India,18/25 sampled docs,yes
IR-O-U-0463,Madurai Kamaraj University,"ICAR - Central Agroforestry Research Institute, Jhansi",Jhansi,India,2/25 sampled docs,
IR-O-U-0463,Madurai Kamaraj University,Central University of Tamil Nadu,Thiruvarur,India,1/25 sampled docs,
IR-O-U-0463,Madurai Kamaraj University,Institute of Solid State Physics University of Latvia,Riga,Latvia,1/25 sampled docs,
IR-O-U-0463,Madurai Kamaraj University,Thiagarajar College of Engineering,Madurai,India,1/25 sampled docs,
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,"Dr. D. Y. Patil Medical College, Hospital & Research Centre, Dr. D. Y. Patil Vidyapeeth, Pune",Pune,India,8/25 sampled docs,
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,"Dr. D. Y. Patil Vidyapeeth, Pune",Pune,India,5/25 sampled docs,yes
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Dr. D. Y. Patil Dental College & Hospital,Pune,India,3/25 sampled docs,
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Dr. D. Y. Patil College of Physiotherapy,Pune,India,3/25 sampled docs,
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,NGSM Institute of Pharmaceutical Sciences,Mangalore,India,2/25 sampled docs,
IR-O-U-0098,Delhi Technological University,Delhi Technological University,New Delhi,India,23/25 sampled docs,yes
IR-O-U-0098,Delhi Technological University,Maharaja Surajmal Institute of Technology,New Delhi,India,1/25 sampled docs,
IR-O-U-0098,Delhi Technological University,School of Engineering and Applied Science,"Washington, D.C.",United States,1/25 sampled docs,
IR-O-U-0098,Delhi Technological University,JSS University Noida,Noida,India,1/25 sampled docs,
IR-O-U-0098,Delhi Technological University,University of Petroleum and Energy Studies,Dehradun,India,1/25 sampled docs,
IR-O-U-0369,Pondicherry University,Pondicherry University,Puducherry,India,17/25 sampled docs,yes
IR-O-U-0369,Pondicherry University,Ming Chi University of Technology,New Taipei City,Taiwan,1/25 sampled docs,
IR-O-U-0369,Pondicherry University,Indian Institute of Astrophysics,Bengaluru,India,1/25 sampled docs,
IR-O-U-0369,Pondicherry University,Sri Venkateshwaraa Dental College,Puducherry,India,1/25 sampled docs,
IR-O-U-0369,Pondicherry University,"Birla Institute of Technology and Science, Pilani",Pilani,India,1/25 sampled docs,
IR-O-U-0037,Sri Venkateswara University,Sri Venkateswara University,Tirupati,India,13/25 sampled docs,yes
IR-O-U-0037,Sri Venkateswara University,"Amrita Vishwa Vidyapeetham, Amaravati Campus",Guntur,India,1/25 sampled docs,
IR-O-U-0037,Sri Venkateswara University,Sri Padmavati Mahila Visvavidyalayam,Tirupati,India,1/25 sampled docs,
IR-O-U-0037,Sri Venkateswara University,Moores Cancer Center,La Jolla,United States,1/25 sampled docs,
IR-O-U-0037,Sri Venkateswara University,Division of Hematology and Oncology,Birmingham,United States,1/25 sampled docs,
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Koneru Lakshmaiah Education Foundation,Vaddeswaram,India,1/1 sampled docs,yes
IR-O-U-0381,"Punjab Agricultural University, Ludhiana",Punjab Agricultural University,Ludhiana,India,19/25 sampled docs,yes
IR-O-U-0381,"Punjab Agricultural University, Ludhiana","ICAR - Indian Agricultural Research Institute, New Delhi",New Delhi,India,3/25 sampled docs,
IR-O-U-0381,"Punjab Agricultural University, Ludhiana",Yerevan Physics Institute,Yerevan,Armenia,1/25 sampled docs,
IR-O-U-0381,"Punjab Agricultural University, Ludhiana",University of Manitoba,Winnipeg,Canada,1/25 sampled docs,
IR-O-U-0381,"Punjab Agricultural University, Ludhiana",National Institute for Plant Biotechnology,New Delhi,India,1/25 sampled docs,
IR-O-U-0642,Shiv Nadar University,Shiv Nadar University Chennai,Chennai,India,7/25 sampled docs,
IR-O-U-0642,Shiv Nadar University,Shiv Nadar Institution of Eminence deemed to be University,Greater Noida,India,5/25 sampled docs,yes
IR-O-U-0642,Shiv Nadar University,"Bipin Tripathi Kumaon Institute of Technology, Dwarahat",Dwarahat,India,2/25 sampled docs,
