year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,faculty_count,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,pdf_url,parse_status,faculty_section_raw
,,,,,,,,,,,,300,937,0,136,0,172,0,122,0,50,62,58,31,38,37,172983850,134498919,114045138,,ok,Number of faculty members entered 300
,,,,,,,,,,,,260,351,88,156,102,68,39,73,29,21,30,33,7,8,9,6621248,9017248,11898747,,ok,Number of faculty members entered 260
,,,,,,,,,,,,537,325,143,9,5,13,9,28,20,79,63,28,36,28,9,49492837,31853207,19192113,,ok,Number of faculty members entered 537
,,,,,,,,,,,,2129,544,1792,30,59,36,54,1,1,116,400,97,116,118,28,43175836,85497698,12545641,,ok,Number of faculty members entered 2129
,,,,,,,,,,,,232,598,721,41,63,64,71,110,115,53,50,70,16,12,21,70263777,71630797,73351376,,ok,Number of faculty members entered 232
,,,,,,,,,,,,450,1093,560,87,39,122,78,122,78,621,631,390,25,25,21,196385223,239461248,318012040,,ok,Number of faculty members entered 450
,,,,,,,,,,,,307,640,0,184,0,203,0,63,0,31,45,41,8,6,5,77800000,42700000,73000000,,ok,Number of faculty members entered 307
,,,,,,,,,,,,373,721,197,95,42,103,54,165,42,33,31,22,9,12,11,255783076,355320761,151568522,,ok,Number of faculty members entered 373
,,,,,,,,,,,,1507,374,759,23,113,102,34,75,19,39,20,32,13,11,9,21593194,30981582,54418357,,ok,Number of faculty members entered 1507
,,,,,,,,,,,,1993,696,2,85,0,92,0,77,0,87,85,97,56,46,43,123461730,72907633,75587927,,ok,Number of faculty members entered 1993
,,,,,,,,,,,,536,1234,750,98,80,95,74,86,62,40,38,49,20,16,13,25882300,19783000,55614000,,ok,Number of faculty members entered 536
,,,,,,,,,,,,207,317,179,36,23,37,40,77,28,25,30,23,8,7,6,8913247,12801582,9173654,,ok,Number of faculty members entered 207
,,,,,,,,,,,,421,1123,0,241,0,118,0,156,0,28,25,54,24,21,21,199965654,172465520,68565129,,ok,Number of faculty members entered 421
,,,,,,,,,,,,660,234,0,37,0,8,0,16,0,46,60,53,27,33,36,126229906,41712412,40591040,,ok,Number of faculty members entered 660
,,,,,,,,,,,,449,80,122,13,35,2,7,3,7,73,36,21,31,8,21,56162221,54621913,8273000,,ok,Number of faculty members entered 449
,,,,,,,,,,,,162,355,212,134,95,87,29,102,63,15,14,31,8,10,14,24244584,68580824,89205827,,ok,Number of faculty members entered 162
,,,,,,,,,,,,467,79,111,24,16,27,25,26,38,80,54,81,17,16,9,18032101,26834355,11912238,,ok,Number of faculty members entered 467
,,,,,,,,,,,,313,440,130,417,41,380,52,76,39,22,43,40,7,9,11,81123700,111401769,75223700,,ok,Number of faculty members entered 313
,,,,,,,,,,,,604,86,56,3,10,2,17,3,17,26,30,24,17,19,18,24220402,21416549,16164110,,ok,Number of faculty members entered 604
,,,,,,,,,,,,397,1325,0,182,0,210,0,254,0,28,36,10,8,10,7,24559643,47179819,18754770,,ok,Number of faculty members entered 397
,,,,,,,,,,,,221,377,386,40,19,26,14,8,22,30,21,34,19,19,14,44693477,31307000,34133495,,ok,Number of faculty members entered 221
,,,,,,,,,,,,826,25,113,3,2,2,6,0,2,34,19,64,20,12,4,70573000,44664565,55519973,,ok,Number of faculty members entered 826
,,,,,,,,,,,,248,145,89,83,81,98,93,57,55,15,8,5,8,6,4,28267554,24777417,6143000,,ok,Number of faculty members entered 248
,,,,,,,,,,,,218,41,347,2,70,0,105,0,108,9,12,21,6,11,6,2350000,1643000,44967500,,ok,Number of faculty members entered 218
,,,,,,,,,,,,103,117,57,11,0,12,5,9,3,153,150,162,63,70,52,274915160,120605515,114356803,,ok,Number of faculty members entered 103
,,,,,,,,,,,,149,232,0,20,0,28,0,29,0,20,28,23,8,9,9,72605910,110562601,151200306,,ok,Number of faculty members entered 149
,,,,,,,,,,,,232,296,278,132,0,40,116,31,121,83,100,69,16,16,16,100478758,74583649,44915716,,ok,Number of faculty members entered 232
,,,,,,,,,,,,335,280,39,28,21,64,34,24,14,53,50,59,20,14,20,149542528,105350783,70101426,,ok,Number of faculty members entered 335
,,,,,,,,,,,,185,148,51,102,50,79,61,111,104,17,16,39,9,11,17,11502307,52195000,58147301,,ok,Number of faculty members entered 185
,,,,,,,,,,,,365,504,0,43,0,91,0,75,0,21,31,10,12,15,9,63562000,148174000,16921536,,ok,Number of faculty members entered 365
,,,,,,,,,,,,245,186,0,41,0,46,0,47,0,7,13,20,7,8,11,12396232,13217202,5553646,,ok,Number of faculty members entered 245
,,,,,,,,,,,,1046,1039,0,149,0,113,0,121,0,51,84,46,28,26,26,370667071,286686460,482200000,,ok,Number of faculty members entered 1046
,,,,,,,,,,,,790,57,87,5,4,8,5,7,5,52,70,91,36,46,63,497990348,146988263,155015349,,ok,Number of faculty members entered 790
,,,,,,,,,,,,235,66,28,8,2,2,4,3,2,221,32,7,18,8,7,27025582,7847213,2376101,,ok,Number of faculty members entered 235
,,,,,,,,,,,,358,586,312,148,106,123,112,155,104,43,24,14,21,9,9,145797851,132214541,48635907,,ok,Number of faculty members entered 358
,,,,,,,,,,,,593,671,81,69,3,61,6,26,6,94,60,39,22,12,10,78884901,103498000,16867623,,ok,Number of faculty members entered 593
,,,,,,,,,,,,191,46,0,0,0,0,0,0,0,13,8,0,6,6,0,30999317,17472130,0,,ok,Number of faculty members entered 191
,,,,,,,,,,,,181,99,150,32,61,14,33,27,25,37,44,32,15,18,17,20993661,19807768,6909093,,ok,Number of faculty members entered 181
,,,,,,,,,,,,537,146,466,1,17,3,18,10,7,237,10,11,237,10,9,24490800,12124000,10004500,,ok,Number of faculty members entered 537
,,,,,,,,,,,,472,91,63,6,18,3,10,3,18,92,7,3,43,7,3,137500000,105800000,86200000,,ok,Number of faculty members entered 472
,,,,,,,,,,,,1013,512,87,150,0,104,0,80,0,26,25,31,17,9,22,33287172,32457428,19888320,,ok,Number of faculty members entered 1013
,,,,,,,,,,,,790,28,503,0,42,1,20,1,35,24,8,14,6,4,4,9964261,13779248,13001831,,ok,Number of faculty members entered 790
,,,,,,,,,,,,465,2808,159,329,23,336,20,402,23,1594,1236,1001,189,153,237,5257220083,4452945226,3811242036,,ok,Number of faculty members entered 465
,,,,,,,,,,,,631,4232,0,777,0,476,0,805,0,302,307,337,26,26,37,217895251,294177607,343448178,,ok,Number of faculty members entered 631
,,,,,,,,,,,,752,1488,0,530,0,345,0,360,0,141,199,121,45,45,30,657668287,486864702,300732663,,ok,Number of faculty members entered 752
,,,,,,,,,,,,834,2257,0,341,0,338,0,366,0,294,263,318,74,46,62,906971030,435392251,674873524,,ok,Number of faculty members entered 834
,,,,,,,,,,,,1830,547,852,80,48,63,30,130,19,140,174,144,85,82,64,1113629808,256034400,248601253,,ok,Number of faculty members entered 1830
,,,,,,,,,,,,1770,3164,227,682,5,587,23,502,235,369,377,373,45,32,53,399469788,408686049,464277125,,ok,Number of faculty members entered 1770
,,,,,,,,,,,,2617,1147,62,124,45,124,44,237,0,383,407,423,105,149,124,232544804,264444975,347449423,,ok,Number of faculty members entered 2617
,,,,,,,,,,,,1255,2593,917,587,483,611,489,323,276,679,683,676,76,76,69,1401279356,992007876,913323751,,ok,Number of faculty members entered 1255
,,,,,,,,,,,,2633,2901,1129,215,184,135,163,166,130,105,105,171,16,19,34,106344496,92024003,132198885,,ok,Number of faculty members entered 2633
,,,,,,,,,,,,423,1459,30,178,6,248,9,234,15,398,319,370,55,43,54,393003086,356820612,670101167,,ok,Number of faculty members entered 423
,,,,,,,,,,,,1645,3498,191,481,16,384,21,363,15,138,81,88,33,43,82,390209105,563724255,387048350,,ok,Number of faculty members entered 1645
,,,,,,,,,,,,752,1400,0,475,0,494,0,264,0,95,150,101,20,17,21,304996410,568083583,698164865,,ok,Number of faculty members entered 752
,,,,,,,,,,,,1135,3652,0,627,0,539,0,592,0,434,341,339,32,46,57,559389437,500736706,615782537,,ok,Number of faculty members entered 1135
,,,,,,,,,,,,195,407,45,186,11,140,5,135,7,114,170,200,61,100,90,252661675,312090703,294796291,,ok,Number of faculty members entered 195
,,,,,,,,,,,,281,633,233,158,364,121,466,132,500,121,153,48,17,34,29,276574930,236788475,407284953,,ok,Number of faculty members entered 281
,,,,,,,,,,,,1161,1007,141,87,6,89,8,79,9,104,67,79,41,29,32,101038000,75448000,48547000,,ok,Number of faculty members entered 1161
,,,,,,,,,,,,1046,2226,0,240,0,297,0,275,0,956,943,929,218,186,169,2889072003,1500326360,1432812146,,ok,Number of faculty members entered 1046
,,,,,,,,,,,,835,1171,326,88,24,91,20,76,17,320,323,269,101,92,71,442930430,339847243,214685884,,ok,Number of faculty members entered 835
,,,,,,,,,,,,3624,1437,719,65,116,77,116,60,96,87,122,124,21,22,33,117000516,194569279,120413972,,ok,Number of faculty members entered 3624
,,,,,,,,,,,,1898,1282,0,137,0,115,0,52,0,101,98,131,49,27,43,103503419,69811859,100306740,,ok,Number of faculty members entered 1898
,,,,,,,,,,,,977,1174,956,134,93,82,100,108,71,84,91,108,33,39,45,385574187,360300755,479369557,,ok,Number of faculty members entered 977
,,,,,,,,,,,,445,2000,1200,170,64,220,176,86,433,88,97,131,27,24,36,524500000,661257133,576133000,,ok,Number of faculty members entered 445
,,,,,,,,,,,,1871,700,1810,69,215,69,150,39,130,101,149,143,34,42,44,137014456,151143245,157698656,,ok,Number of faculty members entered 1871
,,,,,,,,,,,,722,431,179,31,23,59,22,30,14,87,114,96,15,20,26,397610718,179955920,190411894,,ok,Number of faculty members entered 722
,,,,,,,,,,,,968,2747,0,392,0,275,0,433,0,187,163,148,26,25,28,270785340,286749020,194314065,,ok,Number of faculty members entered 968
,,,,,,,,,,,,831,278,708,90,63,20,27,47,39,6270,5240,5040,1954,1993,1752,89229138,11132000,26438000,,ok,Number of faculty members entered 831
,,,,,,,,,,,,1024,266,609,48,80,38,90,22,51,142,112,85,17,13,10,74066000,68305541,73697000,,ok,Number of faculty members entered 1024
,,,,,,,,,,,,361,710,830,81,75,76,67,65,82,19,54,58,10,17,13,70419233,44347060,522862611,,ok,Number of faculty members entered 361
,,,,,,,,,,,,2217,845,613,103,66,31,51,19,29,71,57,42,66,42,27,539271966,476278730,294593120,,ok,Number of faculty members entered 2217
,,,,,,,,,,,,146,443,225,81,36,70,24,74,24,77,88,101,31,36,26,1350746799,936713869,504750901,,ok,Number of faculty members entered 146
,,,,,,,,,,,,566,563,147,69,24,78,40,35,44,66,56,74,34,25,23,84804000,93013000,91044000,,ok,Number of faculty members entered 566
,,,,,,,,,,,,1258,584,167,218,112,38,10,41,6,82,101,74,28,55,45,59004884,55389561,26187408,,ok,Number of faculty members entered 1258
,,,,,,,,,,,,438,1170,0,244,0,461,0,384,0,41,110,83,20,15,7,115432000,117665402,148949834,,ok,Number of faculty members entered 438
,,,,,,,,,,,,874,305,197,52,21,51,19,45,18,117,112,76,54,47,34,117303771,68334119,59320675,,ok,Number of faculty members entered 874
,,,,,,,,,,,,546,401,154,107,13,83,25,7,13,243,199,164,145,138,121,157946012,130627830,93203635,,ok,Number of faculty members entered 546
,,,,,,,,,,,,687,889,645,149,225,362,251,244,206,55,53,52,43,43,43,319426800,294249426,280171797,,ok,Number of faculty members entered 687
,,,,,,,,,,,,425,1923,1131,331,138,344,159,349,141,103,96,81,30,27,25,101170543,375737442,183956382,,ok,Number of faculty members entered 425
,,,,,,,,,,,,901,731,664,34,21,35,43,30,30,31,104,396,15,15,15,89404350,81000000,74700000,,ok,Number of faculty members entered 901
,,,,,,,,,,,,282,549,140,117,36,96,40,130,58,89,216,153,22,37,23,282233735,228734803,327174840,,ok,Number of faculty members entered 282
,,,,,,,,,,,,303,1567,491,536,138,482,131,394,116,68,81,85,30,19,25,166621630,60246826,76152804,,ok,Number of faculty members entered 303
,,,,,,,,,,,,242,585,301,98,117,78,72,77,97,145,120,137,34,23,24,171791514,224007539,131896342,,ok,Number of faculty members entered 242
,,,,,,,,,,,,583,200,0,16,0,19,0,25,0,60,82,78,22,24,21,20472568,64977723,24880853,,ok,Number of faculty members entered 583
,,,,,,,,,,,,1260,323,693,29,105,26,108,31,81,135,131,120,65,62,56,193542500,182085960,168475350,,ok,Number of faculty members entered 1260
,,,,,,,,,,,,633,620,416,174,57,112,29,133,46,72,53,61,20,10,14,174988363,45204027,94805600,,ok,Number of faculty members entered 633
,,,,,,,,,,,,445,1147,0,230,0,241,0,118,0,39,28,25,21,24,21,256151168,199965654,172465520,,ok,Number of faculty members entered 445
,,,,,,,,,,,,482,591,0,57,0,59,0,61,0,117,66,103,33,33,12,342615549,132475101,565086044,,ok,Number of faculty members entered 482
,,,,,,,,,,,,2371,620,1543,25,86,30,59,36,54,52,92,162,10,78,143,61513482,44111083,85497698,,ok,Number of faculty members entered 2371
,,,,,,,,,,,,750,153,117,12,10,11,20,38,19,227,82,47,27,24,33,233225319,143941830,122136023,,ok,Number of faculty members entered 750
,,,,,,,,,,,,621,911,0,198,0,248,0,267,0,33,37,47,12,16,27,80073323,253556894,177131576,,ok,Number of faculty members entered 621
,,,,,,,,,,,,435,167,0,14,0,16,0,16,0,182,250,265,45,58,63,328492807,229200000,262000000,,ok,Number of faculty members entered 435
,,,,,,,,,,,,554,252,0,25,0,20,0,19,0,29,30,54,24,21,28,20720821,18360100,19717131,,ok,Number of faculty members entered 554
,,,,,,,,,,,,247,329,1040,92,204,41,63,64,71,166,53,50,11,16,12,196749081,70263777,71630797,,ok,Number of faculty members entered 247
,,,,,,,,,,,,568,1183,18,163,15,144,0,152,8,82,84,95,19,28,23,409105202,364048918,182753177,,ok,Number of faculty members entered 568
,,,,,,,,,,,,543,421,185,22,20,13,10,28,11,105,79,63,40,36,28,282993463,49492837,31853207,,ok,Number of faculty members entered 543
,,,,,,,,,,,,325,652,0,198,0,184,0,203,0,48,31,45,12,8,6,112050000,77800000,42700000,,ok,Number of faculty members entered 325
,,,,,,,,,,,,398,646,130,97,46,95,42,103,54,40,33,31,11,9,12,197923676,255783076,355320761,,ok,Number of faculty members entered 398
,,,,,,,,,,,,256,376,191,89,45,73,48,89,45,41,55,65,21,24,16,293946299,156209883,122497760,,ok,Number of faculty members entered 256
,,,,,,,,,,,,379,1284,39,198,7,220,4,208,2,59,51,45,24,18,16,1352392107,1334792506,1334581463,,ok,Number of faculty members entered 379
,,,,,,,,,,,,275,709,103,57,21,48,32,41,23,306,334,302,43,33,27,130324432,238237334,274143843,,ok,Number of faculty members entered 275
,,,,,,,,,,,,434,440,386,98,35,139,36,176,0,388,355,535,215,208,268,293380071,504087032,492071644,,ok,Number of faculty members entered 434
,,,,,,,,,,,,246,283,3,29,0,20,0,18,0,38,56,56,8,8,13,36900000,48300000,64418309,,ok,Number of faculty members entered 246
,,,,,,,,,,,,1896,132,873,55,166,84,158,37,72,112,33,5,21,9,4,19893925,2090766,275000,,ok,Number of faculty members entered 1896
,,,,,,,,,,,,157,377,199,85,34,134,95,87,29,18,15,14,8,8,10,27911045,24244584,68580824,,ok,Number of faculty members entered 157
,,,,,,,,,,,,528,1234,750,99,86,98,80,95,74,45,40,38,23,20,16,40189400,25882300,19783000,,ok,Number of faculty members entered 528
,,,,,,,,,,,,847,34,493,5,47,0,42,1,20,13,24,8,9,6,4,25603375,9964261,13779248,,ok,Number of faculty members entered 847
,,,,,,,,,,,,292,588,0,179,0,136,0,172,0,38,50,62,16,31,38,123281273,172983850,134498919,,ok,Number of faculty members entered 292
,,,,,,,,,,,,437,243,209,98,84,156,76,217,129,35,15,34,16,10,15,456144533,99856425,531494273,,ok,Number of faculty members entered 437
,,,,,,,,,,,,377,1208,142,156,24,206,19,265,70,35,47,61,15,12,12,62848788,91337282,112829953,,ok,Number of faculty members entered 377
,,,,,,,,,,,,278,428,90,70,54,156,102,68,39,11,21,30,4,7,8,3584446,6621248,9017248,,ok,Number of faculty members entered 278
,,,,,,,,,,,,568,223,193,3,3,2,2,0,0,78,34,19,33,20,12,107564000,70573000,44664565,,ok,Number of faculty members entered 568
,,,,,,,,,,,,1317,556,529,42,0,37,0,29,0,22,25,16,16,15,11,20072456,14042219,10867616,,ok,Number of faculty members entered 1317
,,,,,,,,,,,,175,99,350,12,172,2,70,0,105,3,9,12,3,6,11,6713000,9150000,10786600,,ok,Number of faculty members entered 175
,,,,,,,,,,,,303,110,18,8,0,11,0,14,0,131,8,5,8,7,4,19142500,6969000,9445000,,ok,Number of faculty members entered 303
,,,,,,,,,,,,547,109,239,17,48,6,18,3,10,43,92,7,11,43,7,39691480,137500000,105800000,,ok,Number of faculty members entered 547
,,,,,,,,,,,,564,111,73,14,16,3,10,2,17,32,26,30,15,17,19,26541008,24220402,21416549,,ok,Number of faculty members entered 564
,,,,,,,,,,,,2104,1017,0,53,0,65,0,92,0,93,87,85,62,56,46,59799945,123461730,72907633,,ok,Number of faculty members entered 2104
,,,,,,,,,,,,237,459,413,48,47,40,19,26,14,68,30,21,20,19,19,49877987,4463477,31307000,,ok,Number of faculty members entered 237
,,,,,,,,,,,,236,746,0,102,0,81,0,74,0,227,205,125,29,32,27,188025495,176300307,172726847,,ok,Number of faculty members entered 236
,,,,,,,,,,,,1186,604,92,96,0,150,0,104,0,16,26,25,12,17,9,29074248,33287172,32457428,,ok,Number of faculty members entered 1186
,,,,,,,,,,,,220,265,173,38,25,36,23,37,40,9,14,22,6,6,7,10743414,8913247,12801582,,ok,Number of faculty members entered 220
,,,,,,,,,,,,685,245,60,15,0,37,0,8,0,21,46,60,12,27,33,46327790,126229906,41712412,,ok,Number of faculty members entered 685
,,,,,,,,,,,,157,352,0,20,0,28,0,29,0,13,20,28,4,8,9,43999967,72605910,110562601,,ok,Number of faculty members entered 157
,,,,,,,,,,,,289,50,52,412,44,417,41,380,39,15,22,43,8,7,9,30185266,81123700,111401769,,ok,Number of faculty members entered 289
,,,,,,,,,,,,483,255,251,36,29,24,16,27,25,20,80,54,7,17,16,34917381,18032101,26834355,,ok,Number of faculty members entered 483
,,,,,,,,,,,,161,259,39,9,0,14,0,11,0,13,20,17,5,13,9,51151297,20402626,10713550,,ok,Number of faculty members entered 161
,,,,,,,,,,,,250,90,90,57,67,83,81,98,93,23,15,8,10,8,6,103910000,28267554,24777417,,ok,Number of faculty members entered 250
,,,,,,,,,,,,234,533,182,125,0,132,0,40,116,81,83,100,17,16,16,47198439,100478758,74583649,,ok,Number of faculty members entered 234
,,,,,,,,,,,,209,83,0,0,0,0,0,0,0,42,23,14,30,17,10,201213427,238747340,316231388,,ok,Number of faculty members entered 209
,,,,,,,,,,,,827,29,33,6,2,5,4,8,5,87,58,72,87,58,72,229867683,498449728,133377585,,ok,Number of faculty members entered 827
,,,,,,,,,,,,187,245,0,245,0,102,50,79,60,20,17,16,5,9,11,11557437,11502307,52195000,,ok,Number of faculty members entered 187
,,,,,,,,,,,,784,150,253,15,14,2,13,25,29,14,28,25,4,7,21,9828600,10029896,4197300,,ok,Number of faculty members entered 784
,,,,,,,,,,,,1613,574,1759,22,87,23,113,102,34,24,39,20,8,13,11,15774633,21593194,30981582,,ok,Number of faculty members entered 1613
,,,,,,,,,,,,243,66,40,8,3,8,2,2,4,330,221,32,10,18,8,29558966,27025582,7847213,,ok,Number of faculty members entered 243
,,,,,,,,,,,,361,1343,0,217,0,182,0,210,0,18,28,36,8,8,10,112520735,24559643,47179819,,ok,Number of faculty members entered 361
,,,,,,,,,,,,606,242,470,17,37,1,17,3,18,214,237,10,116,237,10,60118800,24490800,12124000,,ok,Number of faculty members entered 606
,,,,,,,,,,,,227,251,0,53,0,41,0,46,0,10,6,12,6,6,8,3152289,5908232,11217202,,ok,Number of faculty members entered 227
,,,,,,,,,,,,425,94,33,6,5,9,7,5,3,41,31,32,11,15,18,131349800,109319200,77356400,,ok,Number of faculty members entered 425
,,,,,,,,,,,,473,1125,322,116,35,122,78,122,78,581,621,631,25,25,21,105922716,196385223,239461248,,ok,Number of faculty members entered 473
,,,,,,,,,,,,327,418,56,43,31,27,21,59,34,43,53,50,14,20,14,85398660,149542528,105350783,,ok,Number of faculty members entered 327
,,,,,,,,,,,,1119,54,309,42,78,21,94,12,68,38,36,91,22,28,52,179548399,15647390,25356988,,ok,Number of faculty members entered 1119
,,,,,,,,,,,,482,2750,148,269,15,329,23,336,20,1178,1594,1236,106,189,153,5437309580,5257220083,4452945226,,ok,Number of faculty members entered 482
,,,,,,,,,,,,598,3845,0,611,0,777,0,476,0,298,302,307,54,26,26,298611768,217895251,294177607,,ok,Number of faculty members entered 598
,,,,,,,,,,,,738,1512,0,497,0,530,0,345,0,180,141,199,47,45,45,779349473,657668287,486864702,,ok,Number of faculty members entered 738
,,,,,,,,,,,,902,2288,0,414,0,341,0,338,0,213,294,263,68,74,46,275198783,906971030,435392251,,ok,Number of faculty members entered 902
,,,,,,,,,,,,1807,3451,90,758,20,682,5,587,23,482,459,472,60,45,32,3589149887,1573734919,1875299870,,ok,Number of faculty members entered 1807
,,,,,,,,,,,,2740,1159,381,154,38,124,45,124,44,356,383,407,110,105,149,318223448,232544804,264444975,,ok,Number of faculty members entered 2740
,,,,,,,,,,,,1864,581,1043,128,40,80,48,63,30,107,140,174,70,85,82,2413512577,1113629808,256034400,,ok,Number of faculty members entered 1864
,,,,,,,,,,,,3208,2951,834,149,106,215,184,135,163,127,105,105,23,16,19,102504169,71779033,79179498,,ok,Number of faculty members entered 3208
,,,,,,,,,,,,1583,2995,144,588,8,481,16,384,21,184,138,81,44,33,43,379815309,390209105,563724255,,ok,Number of faculty members entered 1583
,,,,,,,,,,,,421,1332,55,204,0,178,6,248,9,378,398,319,78,55,43,304072791,393003086,356820612,,ok,Number of faculty members entered 421
,,,,,,,,,,,,1226,3702,0,910,0,627,0,539,0,553,434,341,46,32,46,555256974,559389437,500736706,,ok,Number of faculty members entered 1226
,,,,,,,,,,,,1255,1610,2069,545,387,587,483,611,489,648,679,683,66,76,76,921245785,1401279356,992007876,,ok,Number of faculty members entered 1255
,,,,,,,,,,,,788,341,652,91,67,90,63,20,27,5225,6270,5240,1096,1954,1993,20703310,89229138,11132000,,ok,Number of faculty members entered 788
,,,,,,,,,,,,926,1078,651,157,118,134,93,82,100,119,84,91,49,33,39,468110570,385574187,360300755,,ok,Number of faculty members entered 926
,,,,,,,,,,,,1206,1204,149,76,3,87,6,89,8,71,104,67,33,41,29,92545000,101038000,75448000,,ok,Number of faculty members entered 1206
,,,,,,,,,,,,2005,1630,0,184,0,137,0,115,0,126,101,98,49,49,27,99127693,103503419,69811859,,ok,Number of faculty members entered 2005
,,,,,,,,,,,,1137,2144,0,302,0,240,0,297,0,500,956,943,192,218,186,5200875480,2889072003,1500326360,,ok,Number of faculty members entered 1137
,,,,,,,,,,,,3884,2015,915,159,160,65,116,77,116,147,87,122,27,21,22,221216772,117000516,194569279,,ok,Number of faculty members entered 3884
,,,,,,,,,,,,839,1789,0,478,0,475,0,494,0,60,95,150,15,20,17,389095394,304996410,568083583,,ok,Number of faculty members entered 839
,,,,,,,,,,,,900,1348,360,113,55,88,24,91,20,301,320,323,105,101,92,513082486,442930430,339847243,,ok,Number of faculty members entered 900
,,,,,,,,,,,,315,640,182,157,369,158,364,121,466,106,121,153,24,17,34,313507185,276574930,236788475,,ok,Number of faculty members entered 315
,,,,,,,,,,,,728,562,133,76,23,69,24,78,40,52,66,56,24,34,25,103620000,84804000,93013000,,ok,Number of faculty members entered 728
,,,,,,,,,,,,207,549,92,73,3,186,11,140,5,197,114,150,107,61,87,415594558,252661675,291750593,,ok,Number of faculty members entered 207
,,,,,,,,,,,,306,1522,484,573,149,536,138,482,131,42,68,81,38,30,19,262830217,166621630,60246826,,ok,Number of faculty members entered 306
,,,,,,,,,,,,971,2400,454,645,0,392,0,275,0,261,188,164,26,26,25,217853669,272785340,288149020,,ok,Number of faculty members entered 971
,,,,,,,,,,,,789,406,134,47,24,31,23,59,22,87,87,114,14,15,20,117233514,397610718,179955920,,ok,Number of faculty members entered 789
,,,,,,,,,,,,2658,951,652,188,61,103,66,31,51,120,71,57,101,66,42,631984600,539271966,476278730,,ok,Number of faculty members entered 2658
,,,,,,,,,,,,971,369,443,73,75,48,80,38,90,159,142,112,19,17,13,76184000,74066000,68305541,,ok,Number of faculty members entered 971
,,,,,,,,,,,,596,484,148,103,21,107,13,83,25,237,223,184,120,119,127,1500000,18395332,19464886,,ok,Number of faculty members entered 596
,,,,,,,,,,,,378,779,878,115,142,81,75,76,67,31,19,54,10,10,17,160407480,70419233,44347060,,ok,Number of faculty members entered 378
,,,,,,,,,,,,160,378,184,106,42,81,36,70,24,76,77,88,37,31,36,1399179447,1350746799,936713869,,ok,Number of faculty members entered 160
,,,,,,,,,,,,1177,591,173,167,116,195,112,33,10,88,82,101,31,28,55,73788777,59004884,55389561,,ok,Number of faculty members entered 1177
,,,,,,,,,,,,593,1091,54,157,7,163,15,144,0,108,82,84,25,19,28,374644089,409105202,364048918,,ok,Number of faculty members entered 593
,,,,,,,,,,,,892,353,201,53,18,52,21,51,19,125,117,112,62,54,47,260334043,117303771,68334119,,ok,Number of faculty members entered 892
,,,,,,,,,,,,1907,777,1852,62,163,69,215,69,150,47,101,149,20,34,42,60961825,137014456,151143245,,ok,Number of faculty members entered 1907
,,,,,,,,,,,,429,1800,1100,145,180,170,64,220,176,56,88,97,27,27,24,360000000,524500000,661257133,,ok,Number of faculty members entered 429
,,,,,,,,,,,,268,730,304,91,79,98,117,78,72,115,73,120,25,21,23,108458653,119243214,224007539,,ok,Number of faculty members entered 268
,,,,,,,,,,,,2226,770,1353,36,146,25,86,30,59,176,52,92,16,10,78,49634900,61513482,44111083,,ok,Number of faculty members entered 2226
,,,,,,,,,,,,644,670,214,32,14,22,20,13,10,113,105,79,41,40,36,89681517,282993463,49492837,,ok,Number of faculty members entered 644
,,,,,,,,,,,,901,750,667,28,26,34,21,35,43,29,31,104,15,15,15,90000000,89404350,81000000,,ok,Number of faculty members entered 901
,,,,,,,,,,,,285,454,265,422,497,89,45,73,48,59,41,55,28,21,24,288930305,293946299,156209883,,ok,Number of faculty members entered 285
,,,,,,,,,,,,329,665,0,190,0,198,0,184,0,56,48,31,17,12,8,134025000,112050000,77800000,,ok,Number of faculty members entered 329
,,,,,,,,,,,,702,549,225,198,248,149,225,362,251,58,55,53,43,43,43,325481618,319426800,294249426,,ok,Number of faculty members entered 702
,,,,,,,,,,,,427,350,565,136,112,244,0,461,0,84,41,110,29,20,15,51470388,115432000,117665402,,ok,Number of faculty members entered 427
,,,,,,,,,,,,518,114,0,16,0,14,0,16,0,239,237,247,66,58,58,256845590,215619158,277061433,,ok,Number of faculty members entered 518
,,,,,,,,,,,,523,208,0,15,0,16,0,19,0,63,60,82,13,22,24,24351614,20472568,64977723,,ok,Number of faculty members entered 523
,,,,,,,,,,,,554,267,0,27,0,25,0,20,0,43,29,30,29,24,21,26126190,20720821,18360100,,ok,Number of faculty members entered 554
,,,,,,,,,,,,652,724,306,100,41,174,57,112,29,111,72,53,23,20,10,289738134,174988363,45204027,,ok,Number of faculty members entered 652
,,,,,,,,,,,,531,797,19,63,0,57,0,59,0,132,117,66,13,33,33,231920100,342615549,132475101,,ok,Number of faculty members entered 531
,,,,,,,,,,,,372,439,92,154,34,117,36,96,40,180,89,216,45,22,37,212005920,282233735,228734803,,ok,Number of faculty members entered 372
,,,,,,,,,,,,1309,209,829,60,101,29,105,26,108,145,135,131,67,65,62,214552500,193542500,182085960,,ok,Number of faculty members entered 1309
