year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,faculty_count,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,pdf_url,parse_status,faculty_section_raw
,,,,,,,,,,,,382,731,725,80,62,111,118,115,142,41,13,31,12,10,10,166816254,147013386,160407480,,ok,Number of faculty members entered 382
,,,,,,,,,,,,1048,292,231,8,54,2,40,2,32,27,20,23,12,10,13,43199371,17671962,29374825,,ok,Number of faculty members entered 1048
,,,,,,,,,,,,226,520,179,129,348,157,375,157,369,105,110,106,15,15,24,271129694,136859509,313507185,,ok,Number of faculty members entered 226
,,,,,,,,,,,,638,496,56,99,1,82,1,63,0,110,133,132,15,16,13,228658177,224794060,231920100,,ok,Number of faculty members entered 638
,,,,,,,,,,,,794,212,388,11,20,5,14,33,0,8,21,55,6,16,13,5232587,5482266,6405692,,ok,Number of faculty members entered 794
,,,,,,,,,,,,763,940,342,55,20,37,16,32,14,168,141,113,62,58,41,176934831,323814740,89681517,,ok,Number of faculty members entered 763
,,,,,,,,,,,,379,83,0,10,0,14,0,16,0,339,289,239,110,66,66,678623759,213985456,256845590,,ok,Number of faculty members entered 379
,,,,,,,,,,,,332,472,86,278,30,146,31,103,25,97,72,56,12,12,11,338391990,298855422,195141072,,ok,Number of faculty members entered 332
,,,,,,,,,,,,602,266,0,46,0,20,0,27,0,26,35,43,20,28,29,26181426,35146932,26126190,,ok,Number of faculty members entered 602
,,,,,,,,,,,,1407,552,362,67,55,67,60,45,101,176,158,145,76,71,67,59341089,42255257,43713217,,ok,Number of faculty members entered 1407
,,,,,,,,,,,,505,2156,0,428,0,367,0,322,0,102,43,24,54,24,16,808462928,322971435,229655578,,ok,Number of faculty members entered 505
,,,,,,,,,,,,141,128,40,23,9,17,8,10,12,119,116,77,51,46,30,453682876,531567168,226745000,,ok,Number of faculty members entered 141
,,,,,,,,,,,,653,1263,0,183,0,225,0,478,0,128,70,60,53,24,15,338721516,74580443,389095394,,ok,Number of faculty members entered 653
,,,,,,,,,,,,232,456,11,43,0,33,0,29,1,50,72,53,10,15,12,77300680,46955000,34877000,,ok,Number of faculty members entered 232
,,,,,,,,,,,,974,355,326,24,63,32,57,13,32,11,21,23,11,20,19,128653608,154374341,35302812,,ok,Number of faculty members entered 974
,,,,,,,,,,,,1683,621,0,105,0,83,0,72,0,261,237,160,188,150,88,44508092,26886040,19632829,,ok,Number of faculty members entered 1683
,,,,,,,,,,,,662,250,344,18,19,12,16,14,20,284,299,344,38,125,47,757589218,582743692,159991467,,ok,Number of faculty members entered 662
,,,,,,,,,,,,275,216,495,18,90,4,65,10,47,41,38,62,18,17,28,27205575,26139766,30498996,,ok,Number of faculty members entered 275
,,,,,,,,,,,,1389,900,100,88,0,98,0,74,0,39,28,30,26,22,20,57318096,28566120,57603387,,ok,Number of faculty members entered 1389
,,,,,,,,,,,,1735,691,628,25,57,39,8,33,0,60,47,29,35,31,17,83726801,32186597,28164497,,ok,Number of faculty members entered 1735
,,,,,,,,,,,,700,407,0,120,0,109,0,85,0,551,480,545,180,186,167,1227127252,1273130173,1335712951,,ok,Number of faculty members entered 700
,,,,,,,,,,,,290,364,246,201,126,195,91,109,47,182,183,86,29,32,42,731306863,69318778,1221564000,,ok,Number of faculty members entered 290
,,,,,,,,,,,,601,894,0,279,0,249,0,233,0,37,36,36,15,15,16,12339932,10216490,12954195,,ok,Number of faculty members entered 601
,,,,,,,,,,,,411,331,139,20,15,10,8,0,2,70,62,85,23,33,51,174535000,175818705,146113100,,ok,Number of faculty members entered 411
,,,,,,,,,,,,295,327,0,95,0,78,0,44,21,224,192,180,65,54,43,219866400,33700138,6600138,,ok,Number of faculty members entered 295
,,,,,,,,,,,,207,337,0,63,0,57,0,54,0,15,8,12,5,4,6,14050723,6687405,12270963,,ok,Number of faculty members entered 207
,,,,,,,,,,,,654,552,168,55,13,35,23,28,46,154,205,288,147,152,288,66774856,31718900,84597000,,ok,Number of faculty members entered 654
,,,,,,,,,,,,438,376,198,146,202,152,205,136,112,92,83,84,58,56,29,541756582,504384000,51470388,,ok,Number of faculty members entered 438
,,,,,,,,,,,,275,346,193,70,39,70,0,70,0,261,370,392,186,234,235,330273724,316713386,315287303,,ok,Number of faculty members entered 275
,,,,,,,,,,,,934,531,0,219,1,207,7,117,8,520,490,483,77,54,32,774455514,909105617,882923878,,ok,Number of faculty members entered 934
,,,,,,,,,,,,577,1385,138,285,46,244,29,214,0,136,129,35,41,39,19,1073465333,1013185995,941397066,,ok,Number of faculty members entered 577
,,,,,,,,,,,,570,535,0,141,0,65,0,101,0,213,205,189,71,77,60,1697643867,229336549,412040000,,ok,Number of faculty members entered 570
,,,,,,,,,,,,1614,294,748,63,58,75,118,86,123,211,193,165,59,57,43,29856730,21494223,12522764,,ok,Number of faculty members entered 1614
,,,,,,,,,,,,208,557,14,51,0,38,0,25,0,53,46,24,8,10,8,138823394,64623445,88704793,,ok,Number of faculty members entered 208
,,,,,,,,,,,,979,405,467,59,47,61,37,9,48,16,19,72,13,12,58,24002861,22647766,24317501,,ok,Number of faculty members entered 979
,,,,,,,,,,,,322,957,50,122,4,71,18,59,9,120,108,253,34,36,25,127072210,163962763,112171912,,ok,Number of faculty members entered 322
,,,,,,,,,,,,795,174,324,23,11,13,12,9,12,62,64,38,26,24,18,73128065,39084293,36727413,,ok,Number of faculty members entered 795
,,,,,,,,,,,,534,101,216,12,192,8,146,11,148,41,33,32,25,15,15,498683478,284538122,225031022,,ok,Number of faculty members entered 534
,,,,,,,,,,,,267,864,0,161,0,111,0,74,0,258,220,356,27,25,22,558758096,678590065,159874194,,ok,Number of faculty members entered 267
,,,,,,,,,,,,177,284,55,55,0,36,0,25,0,89,72,93,22,23,15,91525408,53942853,54384138,,ok,Number of faculty members entered 177
,,,,,,,,,,,,345,926,694,305,171,258,156,229,321,73,0,71,34,0,24,4700000,0,37900000,,ok,Number of faculty members entered 345
,,,,,,,,,,,,1124,390,492,17,34,14,28,19,22,24,18,41,9,6,6,34446685,20109500,32344808,,ok,Number of faculty members entered 1124
,,,,,,,,,,,,183,342,811,55,110,112,281,65,172,78,112,56,13,20,13,172409523,136953582,213147960,,ok,Number of faculty members entered 183
,,,,,,,,,,,,1036,429,668,47,54,22,16,18,11,67,40,43,32,30,21,54573949,48130752,21045247,,ok,Number of faculty members entered 1036
,,,,,,,,,,,,2071,663,975,116,28,47,58,14,88,57,47,41,10,8,10,130966165,56888401,28896185,,ok,Number of faculty members entered 2071
,,,,,,,,,,,,218,452,0,57,0,31,0,47,0,89,71,83,19,19,13,181499909,78667304,197955272,,ok,Number of faculty members entered 218
,,,,,,,,,,,,169,108,82,24,8,29,12,17,14,3,5,6,3,4,5,3826290,3352626,2904405,,ok,Number of faculty members entered 169
,,,,,,,,,,,,1365,795,111,162,41,147,33,88,48,251,0,0,90,0,0,219189897,0,0,,ok,Number of faculty members entered 1365
,,,,,,,,,,,,367,440,110,76,11,40,4,59,58,113,46,44,24,13,12,170534102,71253348,82001060,,ok,Number of faculty members entered 367
,,,,,,,,,,,,374,375,255,55,50,58,78,56,51,46,43,82,26,27,27,92118501,99154377,60735147,,ok,Number of faculty members entered 374
,,,,,,,,,,,,213,272,260,65,67,109,66,72,71,9,11,26,7,10,10,2947986,24639447,21815834,,ok,Number of faculty members entered 213
,,,,,,,,,,,,540,283,0,86,0,105,0,197,0,287,198,181,84,79,24,641861170,753028972,796071221,,ok,Number of faculty members entered 540
,,,,,,,,,,,,549,291,279,20,8,51,11,45,6,117,100,86,18,10,7,34883409,28288401,9662000,,ok,Number of faculty members entered 549
,,,,,,,,,,,,368,615,179,112,84,124,51,146,96,45,26,65,23,18,22,91534369,90057661,135703691,,ok,Number of faculty members entered 368
,,,,,,,,,,,,746,1025,90,459,0,380,0,323,0,188,140,89,22,21,15,186389250,135429154,96472685,,ok,Number of faculty members entered 746
,,,,,,,,,,,,486,371,353,53,22,33,19,43,36,18,65,42,12,8,10,102819000,31337765,111971883,,ok,Number of faculty members entered 486
,,,,,,,,,,,,184,342,0,29,0,26,0,21,0,72,63,64,28,39,43,301707984,258955001,288301476,,ok,Number of faculty members entered 184
