institute_id,year,total_documents_all_types,matched_journal_docs,match_rate_pct,pct_q1,pct_q2,pct_q3,pct_q4
IR-O-U-0162,2022,127,114,89.8,20.2,45.6,17.5,16.7
IR-O-U-0162,2023,132,116,87.9,28.4,45.7,19.0,6.9
IR-O-U-0162,2024,168,132,78.6,34.1,31.8,24.2,9.8
IR-O-U-0162,2025,140,122,87.1,29.5,45.1,16.4,9.0
IR-O-U-0164,2021,431,348,80.7,21.6,32.2,23.0,23.3
IR-O-U-0164,2022,475,384,80.8,21.1,35.7,23.2,20.1
IR-O-U-0164,2023,588,485,82.5,21.2,36.7,25.6,16.5
IR-O-U-0164,2024,618,504,81.6,24.4,33.7,23.6,18.3
IR-O-U-0164,2025,635,514,80.9,26.8,30.4,24.9,17.9
IR-O-U-0168,2021,321,260,81.0,20.8,23.5,28.8,26.9
IR-O-U-0168,2022,591,462,78.2,28.8,27.3,23.6,20.3
IR-O-U-0168,2023,671,476,70.9,26.1,29.6,22.3,22.1
IR-O-U-0168,2024,813,470,57.8,27.0,27.2,26.6,19.1
IR-O-U-0168,2025,997,613,61.5,21.9,31.3,26.4,20.4
IR-O-U-0169,2021,164,92,56.1,10.9,18.5,27.2,43.5
IR-O-U-0169,2022,197,131,66.5,11.5,19.8,39.7,29.0
IR-O-U-0169,2023,268,128,47.8,14.1,18.0,33.6,34.4
IR-O-U-0169,2024,506,269,53.2,27.1,22.3,26.8,23.8
IR-O-U-0169,2025,970,656,67.6,40.1,32.2,15.7,12.0
IR-O-U-0181,2021,31,23,74.2,21.7,21.7,34.8,21.7
IR-O-U-0181,2022,51,38,74.5,42.1,28.9,10.5,18.4
IR-O-U-0181,2023,94,79,84.0,34.2,27.8,21.5,16.5
IR-O-U-0181,2024,138,93,67.4,31.2,36.6,20.4,11.8
IR-O-U-0181,2025,229,184,80.3,35.3,33.2,15.8,15.8
IR-O-U-0190,2021,570,485,85.1,51.1,31.1,11.5,6.2
IR-O-U-0190,2022,869,725,83.4,53.7,34.8,6.6,5.0
IR-O-U-0190,2023,800,605,75.6,52.6,32.9,9.3,5.3
IR-O-U-0190,2024,821,605,73.7,54.2,30.7,11.4,3.6
IR-O-U-0190,2025,758,579,76.4,52.0,30.2,10.0,7.8
IR-O-U-0195,2021,550,429,78.0,42.0,27.7,18.6,11.7
IR-O-U-0195,2022,692,561,81.1,38.5,31.7,16.2,13.5
IR-O-U-0195,2023,787,635,80.7,40.9,31.5,16.1,11.5
